research_no,id,hotel_name,jalan_url,verification_status,verification_note
446,stage-149-2,アパホテル&リゾート〈新潟駅前大通〉,https://www.jalan.net/yad397576/,verified,hotel name matches Jalan page; location context consistent
447,stage-149-3,JR東日本ホテルメッツ 新潟,https://www.jalan.net/yad335918/,verified,hotel name matches Jalan page; location context consistent
448,stage-150-1,ホテル日航新潟,https://www.jalan.net/yad387312/,verified,hotel name matches Jalan page; location context consistent
449,stage-150-2,アパホテル&リゾート〈新潟駅前大通〉,https://www.jalan.net/yad397576/,verified,hotel name matches Jalan page; location context consistent
450,stage-150-3,JR東日本ホテルメッツ 新潟,https://www.jalan.net/yad335918/,verified,hotel name matches Jalan page; location context consistent
451,stage-151-1,ホテルニューオータニ長岡,https://www.jalan.net/yad301332/,verified,hotel name matches Jalan page; location context consistent
452,stage-151-2,JR東日本ホテルメッツ 長岡,https://www.jalan.net/yad375795/,verified,hotel name matches Jalan page; location context consistent
453,stage-151-3,ホテル法華クラブ新潟長岡,https://www.jalan.net/yad336795/,verified,hotel name matches Jalan page; location context consistent
454,stage-152-1,ダイワロイネットホテル富山駅前,https://www.jalan.net/yad366765/,verified,hotel name matches Jalan page; location context consistent
455,stage-152-2,ホテルJALシティ富山,https://www.jalan.net/yad361004/,verified,hotel name matches Jalan page; location context consistent
456,stage-152-3,富山エクセルホテル東急,https://www.jalan.net/yad315174/,verified,hotel name matches Jalan page; location context consistent
457,stage-153-1,ダイワロイネットホテル富山駅前,https://www.jalan.net/yad366765/,verified,hotel name matches Jalan page; location context consistent
458,stage-153-2,ホテルJALシティ富山,https://www.jalan.net/yad361004/,verified,hotel name matches Jalan page; location context consistent
459,stage-153-3,富山エクセルホテル東急,https://www.jalan.net/yad315174/,verified,hotel name matches Jalan page; location context consistent
460,stage-154-1,ダイワロイネットホテル富山駅前,https://www.jalan.net/yad366765/,verified,hotel name matches Jalan page; location context consistent
461,stage-154-2,ホテルJALシティ富山,https://www.jalan.net/yad361004/,verified,hotel name matches Jalan page; location context consistent
462,stage-154-3,富山エクセルホテル東急,https://www.jalan.net/yad315174/,verified,hotel name matches Jalan page; location context consistent
463,stage-155-1,ホテルフォルツァ金沢,https://www.jalan.net/yad378719/,verified,hotel name matches Jalan page; location context consistent
464,stage-155-2,三井ガーデンホテル金沢,https://www.jalan.net/yad334419/,verified,hotel name matches Jalan page; location context consistent
465,stage-155-3,東急ステイ金沢,https://www.jalan.net/yad329525/,verified,hotel name matches Jalan page; location context consistent
466,stage-156-1,ホテルフォルツァ金沢,https://www.jalan.net/yad378719/,verified,hotel name matches Jalan page; location context consistent
467,stage-156-2,三井ガーデンホテル金沢,https://www.jalan.net/yad334419/,verified,hotel name matches Jalan page; location context consistent
468,stage-156-3,東急ステイ金沢,https://www.jalan.net/yad329525/,verified,hotel name matches Jalan page; location context consistent
469,stage-157-1,ホテルフォルツァ金沢,https://www.jalan.net/yad378719/,verified,hotel name matches Jalan page; location context consistent
470,stage-157-2,三井ガーデンホテル金沢,https://www.jalan.net/yad334419/,verified,hotel name matches Jalan page; location context consistent
471,stage-157-3,東急ステイ金沢,https://www.jalan.net/yad329525/,verified,hotel name matches Jalan page; location context consistent
472,stage-158-1,コートヤード・バイ・マリオット福井,https://www.jalan.net/yad361196/,verified,hotel name matches Jalan page; location context consistent
473,stage-158-2,ホテルフジタ福井,https://www.jalan.net/yad382628/,verified,hotel name matches Jalan page; location context consistent
474,stage-158-3,ドーミーインPREMIUM福井,https://www.jalan.net/yad373624/,verified,hotel name matches Jalan page; location context consistent
475,stage-159-1,コートヤード・バイ・マリオット福井,https://www.jalan.net/yad361196/,verified,hotel name matches Jalan page; location context consistent
476,stage-159-2,ホテルフジタ福井,https://www.jalan.net/yad382628/,verified,hotel name matches Jalan page; location context consistent
477,stage-159-3,ドーミーインPREMIUM福井,https://www.jalan.net/yad373624/,verified,hotel name matches Jalan page; location context consistent
478,stage-160-1,天然温泉 勝運の湯 ドーミーイン甲府丸の内,https://www.jalan.net/yad359575/,verified,hotel name matches Jalan page; location context consistent
479,stage-160-2,東横INN甲府駅南口2,https://www.jalan.net/yad309094/,verified_fuzzy,hotel name is a fuzzy/renamed match; location context consistent
480,stage-160-3,古名屋ホテル,https://www.jalan.net/yad324167/,verified,hotel name matches Jalan page; location context consistent
481,stage-161-1,河口湖ホテル,https://www.jalan.net/yad362240/,verified,hotel name matches Jalan page; location context consistent
482,stage-161-2,東横INN富士河口湖大橋,https://www.jalan.net/yad372158/,verified,hotel name matches Jalan page; location context consistent
483,stage-161-3,ホテルルートイン河口湖,https://www.jalan.net/yad325352/,verified,hotel name matches Jalan page; location context consistent
484,stage-162-1,いろはグランホテル松本駅前,https://www.jalan.net/yad315575/,verified,hotel name matches Jalan page; location context consistent
485,stage-162-2,リッチモンドホテル松本,https://www.jalan.net/yad327177/,verified,hotel name matches Jalan page; location context consistent
486,stage-162-3,プレミアホテル-CABIN-松本,,closed_no_current_link,プレミアホテル-CABIN-松本は2024年12月31日のチェックアウトをもって営業終了。現行リンクなし
487,stage-163-1,いろはグランホテル松本駅前,https://www.jalan.net/yad315575/,verified,hotel name matches Jalan page; location context consistent
488,stage-163-2,リッチモンドホテル松本,https://www.jalan.net/yad327177/,verified,hotel name matches Jalan page; location context consistent
489,stage-163-3,プレミアホテル-CABIN-松本,,closed_no_current_link,プレミアホテル-CABIN-松本は2024年12月31日のチェックアウトをもって営業終了。現行リンクなし
490,stage-164-1,ホテルメトロポリタン長野,https://www.jalan.net/yad314560/,verified,hotel name matches Jalan page; location context consistent
491,stage-164-2,長野東急REIホテル,https://www.jalan.net/yad350498/,verified,hotel name matches Jalan page; location context consistent
492,stage-164-3,チサングランド長野,https://www.jalan.net/yad324498/,verified,hotel name matches Jalan page; location context consistent
493,stage-165-1,西鉄ホテル クルーム名古屋,https://www.jalan.net/yad391346/,verified,hotel name matches Jalan page; location context consistent
494,stage-165-2,ベッセルイン栄駅前,https://www.jalan.net/yad387545/,verified,hotel name matches Jalan page; location context consistent
495,stage-165-3,ホテルマイステイズ名古屋錦,https://www.jalan.net/yad321267/,verified,hotel name matches Jalan page; location context consistent
496,stage-166-1,リッチモンドホテル名古屋納屋橋,https://www.jalan.net/yad349602/,verified,hotel name matches Jalan page; location context consistent
497,stage-166-2,ホテルJALシティ名古屋 錦,https://www.jalan.net/yad391804/,verified,hotel name matches Jalan page; location context consistent
498,stage-166-3,名古屋クラウンホテル,https://www.jalan.net/yad334176/,verified,hotel name matches Jalan page; location context consistent
499,stage-167-1,西鉄ホテル クルーム名古屋,https://www.jalan.net/yad391346/,verified,hotel name matches Jalan page; location context consistent
500,stage-167-2,ベッセルイン栄駅前,https://www.jalan.net/yad387545/,verified,hotel name matches Jalan page; location context consistent
501,stage-167-3,ホテルマイステイズ名古屋錦,https://www.jalan.net/yad321267/,verified,hotel name matches Jalan page; location context consistent
502,stage-168-1,名古屋笠寺ホテル,https://www.jalan.net/yad328800/,verified,hotel name matches Jalan page; location context consistent
503,stage-168-2,コンフォートホテル名古屋金山,https://www.jalan.net/yad332985/,verified,hotel name matches Jalan page; location context consistent
504,stage-168-3,名鉄イン名古屋金山,https://www.jalan.net/yad300820/,verified,hotel name matches Jalan page; location context consistent
505,stage-169-1,ANAクラウンプラザホテルグランコート名古屋,https://www.jalan.net/yad318988/,verified,hotel name matches Jalan page; location context consistent
506,stage-169-2,コンフォートホテル名古屋金山,https://www.jalan.net/yad332985/,verified,hotel name matches Jalan page; location context consistent
507,stage-169-3,名鉄イン名古屋金山,https://www.jalan.net/yad300820/,verified,hotel name matches Jalan page; location context consistent
508,stage-170-1,西鉄ホテル クルーム名古屋,https://www.jalan.net/yad391346/,verified,hotel name matches Jalan page; location context consistent
509,stage-170-2,ベッセルイン栄駅前,https://www.jalan.net/yad387545/,verified,hotel name matches Jalan page; location context consistent
510,stage-170-3,ホテルマイステイズ名古屋錦,https://www.jalan.net/yad321267/,verified,hotel name matches Jalan page; location context consistent
511,stage-171-1,西鉄ホテル クルーム名古屋,https://www.jalan.net/yad391346/,verified,hotel name matches Jalan page; location context consistent
512,stage-171-2,ベッセルイン栄駅前,https://www.jalan.net/yad387545/,verified,hotel name matches Jalan page; location context consistent
513,stage-171-3,ホテルマイステイズ名古屋錦,https://www.jalan.net/yad321267/,verified,hotel name matches Jalan page; location context consistent
514,stage-172-1,ホテルメルパルク名古屋,https://www.jalan.net/yad310334/,verified,hotel name matches Jalan page; location context consistent
515,stage-172-2,ホテルルートイン名古屋今池駅前,https://www.jalan.net/yad376712/,verified,hotel name matches Jalan page; location context consistent
516,stage-172-3,ホテルルブラ王山,https://www.jalan.net/yad346057/,verified,hotel name matches Jalan page; location context consistent
517,stage-173-1,ホテルアソシア豊橋,https://www.jalan.net/yad324526/,verified,hotel name matches Jalan page; location context consistent
518,stage-173-2,コンフォートホテル豊橋,https://www.jalan.net/yad389996/,verified,hotel name matches Jalan page; location context consistent
519,stage-173-3,東横INN豊橋駅東口,https://www.jalan.net/yad324457/,verified,hotel name matches Jalan page; location context consistent
520,stage-174-1,ホテルアソシア豊橋,https://www.jalan.net/yad324526/,verified,hotel name matches Jalan page; location context consistent
521,stage-174-2,コンフォートホテル豊橋,https://www.jalan.net/yad389996/,verified,hotel name matches Jalan page; location context consistent
522,stage-174-3,東横INN豊橋駅東口,https://www.jalan.net/yad324457/,verified,hotel name matches Jalan page; location context consistent
523,stage-175-1,名鉄イン刈谷,https://www.jalan.net/yad347760/,verified,hotel name matches Jalan page; location context consistent
524,stage-175-2,コンフォートホテル刈谷,https://www.jalan.net/yad379010/,verified,hotel name matches Jalan page; location context consistent
525,stage-175-3,アクセスイン刈谷,https://www.jalan.net/yad386118/,verified,hotel name matches Jalan page; location context consistent
526,stage-176-1,ザ・カトーホテル,https://www.jalan.net/yad330154/,verified,hotel name matches Jalan page; location context consistent
527,stage-176-2,ルートイングランティア東海 Spa & Relaxation,https://www.jalan.net/yad366684/,verified,hotel name matches Jalan page; location context consistent
528,stage-176-3,東海シティホテル,https://www.jalan.net/yad369707/,verified,hotel name matches Jalan page; location context consistent
529,stage-177-1,ダイワロイネットホテル名古屋太閤通口,https://www.jalan.net/yad341332/,verified,hotel name matches Jalan page; location context consistent
530,stage-177-2,ヴィアイン名古屋新幹線口,https://www.jalan.net/yad367046/,verified,hotel name matches Jalan page; location context consistent
531,stage-177-3,名鉄イン名古屋駅前,https://www.jalan.net/yad376064/,verified,hotel name matches Jalan page; location context consistent
532,stage-178-1,ダイワロイネットホテル岐阜,https://www.jalan.net/yad305036/,verified,hotel name matches Jalan page; location context consistent
533,stage-178-2,ホテルリソル岐阜,https://www.jalan.net/yad311944/,verified,hotel name matches Jalan page; location context consistent
534,stage-178-3,ドーミーイン岐阜駅前,https://www.jalan.net/yad384888/,verified,hotel name matches Jalan page; location context consistent
535,stage-179-1,ホテルルートイン多治見インター,https://www.jalan.net/yad322204/,verified,hotel name matches Jalan page; location context consistent
536,stage-179-2,オースタット国際ホテル多治見,https://www.jalan.net/yad317704/,verified,hotel name matches Jalan page; location context consistent
537,stage-179-3,ホテル多治見ヒルズ マイルーム店,https://www.jalan.net/yad379530/,verified,hotel name matches Jalan page; location context consistent
538,stage-180-1,ホテルグリーンパーク津,https://www.jalan.net/yad358764/,verified,hotel name matches Jalan page; location context consistent
539,stage-180-2,ドーミーイン津,https://www.jalan.net/yad390063/,verified,hotel name matches Jalan page; location context consistent
540,stage-180-3,三交イン津駅前,https://www.jalan.net/yad398705/,verified,hotel name matches Jalan page; location context consistent
541,stage-181-1,都ホテル 四日市,https://www.jalan.net/yad346919/,verified,hotel name matches Jalan page; location context consistent
542,stage-181-2,三交イン四日市駅前,https://www.jalan.net/yad340471/,verified,hotel name matches Jalan page; location context consistent
543,stage-181-3,コンフォートホテル四日市,https://www.jalan.net/yad348158/,verified,hotel name matches Jalan page; location context consistent
544,stage-182-1,ホテルクエスト清水,https://www.jalan.net/yad342831/,verified,hotel name matches Jalan page; location context consistent
545,stage-182-2,東横INN静岡清水駅前,https://www.jalan.net/yad330777/,verified,hotel name matches Jalan page; location context consistent
546,stage-182-3,シーグランデ清水ステーションホテル,https://www.jalan.net/yad313999/,verified,hotel name matches Jalan page; location context consistent
547,stage-183-1,オークラアクトシティホテル浜松,https://www.jalan.net/yad356928/,verified,hotel name matches Jalan page; location context consistent
548,stage-183-2,ダイワロイネットホテル浜松,https://www.jalan.net/yad373772/,verified,hotel name matches Jalan page; location context consistent
549,stage-183-3,コンフォートホテル浜松,https://www.jalan.net/yad397166/,verified,hotel name matches Jalan page; location context consistent
550,stage-184-1,富士山三島東急ホテル,https://www.jalan.net/yad385507/,verified,hotel name matches Jalan page; location context consistent
551,stage-184-2,ドーミーイン三島,https://www.jalan.net/yad313094/,verified,hotel name matches Jalan page; location context consistent
552,stage-184-3,東横INN富士山三島駅,https://www.jalan.net/yad387850/,verified,hotel name matches Jalan page; location context consistent
553,stage-185-1,ダイワロイネットホテルぬまづ,https://www.jalan.net/yad367804/,verified,hotel name matches Jalan page; location context consistent
554,stage-185-2,ホテルミワ,https://www.jalan.net/yad312372/,rebranded_current_page,ホテルミワの検索結果から沼津駅・静岡県が一致する現行じゃらん施設ページとして採用
555,stage-185-3,ココチホテル沼津,https://www.jalan.net/yad361864/,verified,hotel name matches Jalan page; location context consistent
556,stage-186-1,ホテル西村,,needs_manual_review,検索で得た候補が函館パークホテルで都道府県・駅とも不一致。誤リンクを除外し空欄
557,stage-186-2,くれたけイン富士山,https://www.jalan.net/yad338220/,verified,hotel name matches Jalan page; location context consistent
558,stage-186-3,ホテルルートイン富士中央公園東,https://www.jalan.net/yad315926/,verified,hotel name matches Jalan page; location context consistent
559,stage-187-1,ホテル阪急レスパイア大阪,https://www.jalan.net/yad304150/,verified,hotel name matches Jalan page; location context consistent
560,stage-187-2,ホテルインターゲート大阪 梅田,https://www.jalan.net/yad333950/,verified,hotel name matches Jalan page; location context consistent
561,stage-187-3,アパホテル&リゾート〈大阪梅田駅タワー〉,https://www.jalan.net/yad307700/,verified,hotel name matches Jalan page; location context consistent
562,stage-188-1,ホテル阪急レスパイア大阪,https://www.jalan.net/yad304150/,verified,hotel name matches Jalan page; location context consistent
563,stage-188-2,ホテルインターゲート大阪 梅田,https://www.jalan.net/yad333950/,verified,hotel name matches Jalan page; location context consistent
564,stage-188-3,アパホテル&リゾート〈大阪梅田駅タワー〉,https://www.jalan.net/yad307700/,verified,hotel name matches Jalan page; location context consistent
565,stage-189-1,ホテル阪急レスパイア大阪,https://www.jalan.net/yad304150/,verified,hotel name matches Jalan page; location context consistent
566,stage-189-2,ホテルインターゲート大阪 梅田,https://www.jalan.net/yad333950/,verified,hotel name matches Jalan page; location context consistent
567,stage-189-3,アパホテル&リゾート〈大阪梅田駅タワー〉,https://www.jalan.net/yad307700/,verified,hotel name matches Jalan page; location context consistent
568,stage-190-1,ホテル京阪 天満橋駅前,https://www.jalan.net/yad350686/,manual_verified,施設名完全一致・大阪府・天満橋駅一致
569,stage-190-2,アパホテル〈大阪谷町四丁目駅前〉,https://www.jalan.net/yad325328/,verified,hotel name matches Jalan page; location context consistent
570,stage-190-3,ホテル・ザ・ルーテル,https://www.jalan.net/yad307470/,verified,hotel name matches Jalan page; location context consistent
571,stage-191-1,ホテル京阪 天満橋駅前,https://www.jalan.net/yad350686/,manual_verified,施設名完全一致・大阪府・天満橋駅一致
572,stage-191-2,アパホテル〈大阪谷町四丁目駅前〉,https://www.jalan.net/yad325328/,verified,hotel name matches Jalan page; location context consistent
573,stage-191-3,ホテル・ザ・ルーテル,https://www.jalan.net/yad307470/,verified,hotel name matches Jalan page; location context consistent
574,stage-192-1,ホテル京阪 天満橋駅前,https://www.jalan.net/yad350686/,manual_verified,施設名完全一致・大阪府・天満橋駅一致
575,stage-192-2,アパホテル〈大阪谷町四丁目駅前〉,https://www.jalan.net/yad325328/,verified,hotel name matches Jalan page; location context consistent
576,stage-192-3,ホテル・ザ・ルーテル,https://www.jalan.net/yad307470/,verified,hotel name matches Jalan page; location context consistent
577,stage-193-1,都シティ 大阪天王寺,https://www.jalan.net/yad348176/,verified,hotel name matches Jalan page; location context consistent
578,stage-193-2,ヴィアインあべの天王寺,https://www.jalan.net/yad310538/,verified,hotel name matches Jalan page; location context consistent
579,stage-193-3,アパホテル〈天王寺駅前〉,https://www.jalan.net/yad315071/,verified,hotel name matches Jalan page; location context consistent
580,stage-194-1,相鉄フレッサイン 大阪なんば駅前,https://www.jalan.net/yad335175/,verified,hotel name matches Jalan page; location context consistent
581,stage-194-2,ホテルグレイスリー大阪なんば,https://www.jalan.net/yad330578/,verified,hotel name matches Jalan page; location context consistent
582,stage-194-3,アパホテル〈なんば駅東〉,https://www.jalan.net/yad389677/,verified,hotel name matches Jalan page; location context consistent
583,stage-195-1,ヴィアインプライム心斎橋四ツ橋,https://www.jalan.net/yad341583/,verified,hotel name matches Jalan page; location context consistent
584,stage-195-2,ハートンホテル心斎橋,https://www.jalan.net/yad320736/,verified,hotel name matches Jalan page; location context consistent
585,stage-195-3,ホテルマイステイズ心斎橋,https://www.jalan.net/yad321467/,verified,hotel name matches Jalan page; location context consistent
586,stage-196-1,ホテル阪急レスパイア大阪,https://www.jalan.net/yad304150/,verified,hotel name matches Jalan page; location context consistent
587,stage-196-2,ホテルインターゲート大阪 梅田,https://www.jalan.net/yad333950/,verified,hotel name matches Jalan page; location context consistent
588,stage-196-3,アパホテル&リゾート〈大阪梅田駅タワー〉,https://www.jalan.net/yad307700/,verified,hotel name matches Jalan page; location context consistent
589,stage-197-1,都シティ 大阪天王寺,https://www.jalan.net/yad348176/,verified,hotel name matches Jalan page; location context consistent
590,stage-197-2,ヴィアインあべの天王寺,https://www.jalan.net/yad310538/,verified,hotel name matches Jalan page; location context consistent
591,stage-197-3,アパホテル〈天王寺駅前〉,https://www.jalan.net/yad315071/,verified,hotel name matches Jalan page; location context consistent
592,stage-198-1,ホテル京阪 天満橋駅前,https://www.jalan.net/yad350686/,manual_verified,施設名完全一致・大阪府・天満橋駅一致
593,stage-198-2,アパホテル〈大阪谷町四丁目駅前〉,https://www.jalan.net/yad325328/,verified,hotel name matches Jalan page; location context consistent
594,stage-198-3,ホテル・ザ・ルーテル,https://www.jalan.net/yad307470/,verified,hotel name matches Jalan page; location context consistent
595,stage-199-1,ホテル京阪 天満橋駅前,https://www.jalan.net/yad350686/,manual_verified,施設名完全一致・大阪府・天満橋駅一致
596,stage-199-2,アパホテル〈大阪谷町四丁目駅前〉,https://www.jalan.net/yad325328/,verified,hotel name matches Jalan page; location context consistent
597,stage-199-3,ホテル・ザ・ルーテル,https://www.jalan.net/yad307470/,verified,hotel name matches Jalan page; location context consistent
598,stage-200-1,ホテル京阪 天満橋駅前,https://www.jalan.net/yad350686/,manual_verified,施設名完全一致・大阪府・天満橋駅一致
599,stage-200-2,アパホテル〈大阪谷町四丁目駅前〉,https://www.jalan.net/yad325328/,verified,hotel name matches Jalan page; location context consistent
600,stage-200-3,ホテル・ザ・ルーテル,https://www.jalan.net/yad307470/,verified,hotel name matches Jalan page; location context consistent
601,stage-201-1,ホテル阪急レスパイア大阪,https://www.jalan.net/yad304150/,verified,hotel name matches Jalan page; location context consistent
602,stage-201-2,ホテルインターゲート大阪 梅田,https://www.jalan.net/yad333950/,verified,hotel name matches Jalan page; location context consistent
603,stage-201-3,アパホテル&リゾート〈大阪梅田駅タワー〉,https://www.jalan.net/yad307700/,verified,hotel name matches Jalan page; location context consistent
604,stage-202-1,相鉄フレッサイン 大阪なんば駅前,https://www.jalan.net/yad335175/,verified,hotel name matches Jalan page; location context consistent
605,stage-202-2,ホテルグレイスリー大阪なんば,https://www.jalan.net/yad330578/,verified,hotel name matches Jalan page; location context consistent
606,stage-202-3,アパホテル〈なんば駅東〉,https://www.jalan.net/yad389677/,verified,hotel name matches Jalan page; location context consistent
607,stage-203-1,ホテル アゴーラ リージェンシー 大阪堺,https://www.jalan.net/yad392864/,verified,hotel name matches Jalan page; location context consistent
608,stage-203-2,ダイワロイネットホテル大阪堺東,https://www.jalan.net/yad358825/,verified_fuzzy,hotel name is a fuzzy/renamed match; location context consistent
609,stage-203-3,コンフォートホテル堺,https://www.jalan.net/yad386745/,verified,hotel name matches Jalan page; location context consistent
610,stage-204-1,ホテルアベストグランデ高槻,https://www.jalan.net/yad311732/,verified,hotel name matches Jalan page; location context consistent
611,stage-204-2,高槻W&Mホテル,https://www.jalan.net/yad310603/,verified,hotel name matches Jalan page; location context consistent
612,stage-204-3,ワークホテルアネックス天神の湯,https://www.jalan.net/yad310619/,verified,hotel name matches Jalan page; location context consistent
613,stage-205-1,大江戸温泉物語 箕面観光ホテル,https://www.jalan.net/yad397608/,manual_verified_web,じゃらん現行ページをWeb検索で再確認。宿番号397608・箕面駅徒歩約5分
614,stage-205-2,新大阪江坂東急REIホテル,https://www.jalan.net/yad321471/,verified,hotel name matches Jalan page; location context consistent
615,stage-205-3,サニーストンホテル,https://www.jalan.net/yad321466/,verified,hotel name matches Jalan page; location context consistent
616,stage-206-1,リッチモンドホテル東大阪,https://www.jalan.net/yad316640/,verified,hotel name matches Jalan page; location context consistent
617,stage-206-2,ホテルウィングインターナショナルセレクト東大阪,https://www.jalan.net/yad338064/,rebranded_current_page,旧ホテルウィングインターナショナルセレクト東大阪と同一地域・長田駅の現行じゃらん施設ページとして採用
618,stage-206-3,U・コミュニティホテル,https://www.jalan.net/yad335180/,verified,hotel name matches Jalan page; location context consistent
619,stage-207-1,ホテルA.P,https://www.jalan.net/yad320141/,verified,hotel name matches Jalan page; location context consistent
620,stage-207-2,東横INN大阪伊丹空港,https://www.jalan.net/yad343786/,verified,hotel name matches Jalan page; location context consistent
621,stage-207-3,グリーンリッチホテル大阪空港前,https://www.jalan.net/yad338432/,verified,hotel name matches Jalan page; location context consistent
622,stage-208-1,ラ・ジェント・ホテル大阪ベイ,https://www.jalan.net/yad392884/,verified,hotel name matches Jalan page; location context consistent
623,stage-208-2,ザ シンギュラリ ホテル&スカイスパ アット ユニバーサル・スタジオ・ジャパン,https://www.jalan.net/yad332153/,manual_verified,日本語・英語表記差のみ。ユニバーサルシティ駅・大阪府一致
624,stage-208-3,ホテル京阪 ユニバーサル・タワー,https://www.jalan.net/yad302815/,verified,hotel name matches Jalan page; location context consistent
625,stage-209-1,ANAクラウンプラザホテル神戸,https://www.jalan.net/yad331340/,verified,hotel name matches Jalan page; location context consistent
626,stage-209-2,ホテルピエナ神戸,https://www.jalan.net/yad320806/,verified,hotel name matches Jalan page; location context consistent
627,stage-209-3,神戸北野ホテル,https://www.jalan.net/yad325790/,verified,hotel name matches Jalan page; location context consistent
628,stage-210-1,神戸ルミナスホテル三宮,https://www.jalan.net/yad359879/,verified,hotel name matches Jalan page; location context consistent
629,stage-210-2,ダイワロイネットホテル神戸三宮 PREMIER,https://www.jalan.net/yad398630/,verified,hotel name matches Jalan page; location context consistent
630,stage-210-3,コンフォートホテルERA神戸三宮,https://www.jalan.net/yad313503/,verified,hotel name matches Jalan page; location context consistent
631,stage-211-1,ホテルヒューイット甲子園,https://www.jalan.net/yad323764/,verified,hotel name matches Jalan page; location context consistent
632,stage-211-2,ホテル甲子園,https://www.jalan.net/yad319201/,verified,hotel name matches Jalan page; location context consistent
633,stage-211-3,都ホテル 尼崎,https://www.jalan.net/yad353164/,verified,hotel name matches Jalan page; location context consistent
634,stage-212-1,神戸ホテルジュラク,https://www.jalan.net/yad354378/,verified,hotel name matches Jalan page; location context consistent
635,stage-212-2,センチュリオンホテル グランド神戸駅前,https://www.jalan.net/yad376156/,verified,hotel name matches Jalan page; location context consistent
636,stage-212-3,神戸シティガーデンズホテル,https://www.jalan.net/yad312217/,verified,hotel name matches Jalan page; location context consistent
637,stage-213-1,神戸ルミナスホテル三宮,https://www.jalan.net/yad359879/,verified,hotel name matches Jalan page; location context consistent
638,stage-213-2,ダイワロイネットホテル神戸三宮 PREMIER,https://www.jalan.net/yad398630/,verified,hotel name matches Jalan page; location context consistent
639,stage-213-3,コンフォートホテルERA神戸三宮,https://www.jalan.net/yad313503/,verified,hotel name matches Jalan page; location context consistent
640,stage-214-1,ホテルモントレ姫路,https://www.jalan.net/yad359234/,verified,hotel name matches Jalan page; location context consistent
641,stage-214-2,ダイワロイネットホテル姫路,https://www.jalan.net/yad351448/,verified,hotel name matches Jalan page; location context consistent
642,stage-214-3,リッチモンドホテル姫路,https://www.jalan.net/yad339890/,verified,hotel name matches Jalan page; location context consistent
643,stage-215-1,都ホテル 尼崎,https://www.jalan.net/yad353164/,verified,hotel name matches Jalan page; location context consistent
644,stage-215-2,ホテルヴィスキオ尼崎,https://www.jalan.net/yad320322/,verified,hotel name matches Jalan page; location context consistent
645,stage-215-3,尼崎プラザホテル 阪神尼崎,https://www.jalan.net/yad376618/,verified,hotel name matches Jalan page; location context consistent
646,stage-216-1,ホテルウィングインターナショナルプレミアム京都三条,https://www.jalan.net/yad330793/,rebranded_current_page,旧ホテルウィングインターナショナルプレミアム京都三条と同一地域・三条/東山駅の現行じゃらん施設ページとして採用
647,stage-216-2,ホテルマテリアル,https://www.jalan.net/yad354346/,manual_verified,日本語カタカナと英字表記の差のみ。京都府・東山駅一致
648,stage-216-3,ウェスティン都ホテル京都,https://www.jalan.net/yad361088/,verified,hotel name matches Jalan page; location context consistent
649,stage-217-1,ホテルウィングインターナショナルプレミアム京都三条,https://www.jalan.net/yad330793/,rebranded_current_page,旧ホテルウィングインターナショナルプレミアム京都三条と同一地域・三条/東山駅の現行じゃらん施設ページとして採用
650,stage-217-2,ホテルマテリアル,https://www.jalan.net/yad354346/,manual_verified,日本語カタカナと英字表記の差のみ。京都府・東山駅一致
651,stage-217-3,ウェスティン都ホテル京都,https://www.jalan.net/yad361088/,verified,hotel name matches Jalan page; location context consistent
652,stage-218-1,都ホテル 京都八条,https://www.jalan.net/yad310077/,verified,hotel name matches Jalan page; location context consistent
653,stage-218-2,ダイワロイネットホテル京都テラス八条 PREMIER,https://www.jalan.net/yad306786/,verified,hotel name matches Jalan page; location context consistent
654,stage-218-3,ヴィアインプライム京都駅八条口,https://www.jalan.net/yad367740/,verified,hotel name matches Jalan page; location context consistent
655,stage-219-1,ホテルミュッセ京都四条河原町名鉄,https://www.jalan.net/yad391887/,verified,hotel name matches Jalan page; location context consistent
656,stage-219-2,京都セントラルイン,https://www.jalan.net/yad353137/,verified,hotel name matches Jalan page; location context consistent
657,stage-219-3,ホテルフォルツァ京都四条河原町,https://www.jalan.net/yad397375/,verified,hotel name matches Jalan page; location context consistent
658,stage-220-1,ホテル日航奈良,https://www.jalan.net/yad399780/,verified,hotel name matches Jalan page; location context consistent
659,stage-220-2,ダイワロイネットホテル奈良,https://www.jalan.net/yad308728/,verified,hotel name matches Jalan page; location context consistent
660,stage-220-3,天然温泉 吉野桜の湯 御宿 野乃 奈良,https://www.jalan.net/yad347886/,verified,hotel name matches Jalan page; location context consistent
661,stage-221-1,びわ湖ホテル,https://www.jalan.net/yad379554/,manual_verified,びわ湖/琵琶湖の表記差のみ。滋賀県・びわ湖浜大津エリア一致
662,stage-221-2,HOTEL 講 大津百町,,no_current_jalan_link,HOTEL 講 大津百町の公式営業は確認できるが現在のじゃらん施設ページは確定できず。誤リンクを避けるため空欄
663,stage-221-3,東横INN京都琵琶湖大津,https://www.jalan.net/yad383697/,verified,hotel name matches Jalan page; location context consistent
664,stage-222-1,ダイワロイネットホテル和歌山,https://www.jalan.net/yad318333/,verified,hotel name matches Jalan page; location context consistent
665,stage-222-2,天然温泉 紀州の湯 ドーミーインPREMIUM和歌山,https://www.jalan.net/yad380232/,verified,hotel name matches Jalan page; location context consistent
