research_no,id,hotel_name,prefecture,area,station,venueId,venueNumber,venue_name,rank,genre
420,stage-140-3,コンフォートホテル郡山,福島県,郡山,郡山,stage-140,140,けんしん郡山文化センター 大ホール,3,stage
421,stage-141-1,ホテルルートインいわき駅前,福島県,いわき,いわき,stage-141,141,いわき芸術文化交流館アリオス アルパイン大ホール,1,stage
422,stage-141-2,東横INNいわき駅前,福島県,いわき,いわき,stage-141,141,いわき芸術文化交流館アリオス アルパイン大ホール,2,stage
423,stage-141-3,サンライズインいわき,福島県,いわき,いわき,stage-141,141,いわき芸術文化交流館アリオス アルパイン大ホール,3,stage
424,stage-142-1,リッチモンドホテル秋田駅前,秋田県,秋田,秋田,stage-142,142,あきた芸術劇場ミルハス 大ホール,1,stage
425,stage-142-2,ホテルメトロポリタン秋田,秋田県,秋田,秋田,stage-142,142,あきた芸術劇場ミルハス 大ホール,2,stage
426,stage-142-3,ANAクラウンプラザホテル秋田,秋田県,秋田,秋田,stage-142,142,あきた芸術劇場ミルハス 大ホール,3,stage
427,stage-143-1,リッチモンドホテル盛岡駅前,岩手県,盛岡,盛岡,stage-143,143,盛岡市民文化ホール 大ホール,1,stage
428,stage-143-2,ダイワロイネットホテル盛岡駅前,岩手県,盛岡,盛岡,stage-143,143,盛岡市民文化ホール 大ホール,2,stage
429,stage-143-3,ホテルメトロポリタン盛岡 NEW WING,岩手県,盛岡,盛岡,stage-143,143,盛岡市民文化ホール 大ホール,3,stage
430,stage-144-1,リッチモンドホテル盛岡駅前,岩手県,盛岡,盛岡,stage-144,144,トーサイクラシックホール岩手 大ホール,1,stage
431,stage-144-2,ダイワロイネットホテル盛岡駅前,岩手県,盛岡,盛岡,stage-144,144,トーサイクラシックホール岩手 大ホール,2,stage
432,stage-144-3,ホテルメトロポリタン盛岡 NEW WING,岩手県,盛岡,盛岡,stage-144,144,トーサイクラシックホール岩手 大ホール,3,stage
433,stage-145-1,ダイワロイネットホテル青森,青森県,青森,青森,stage-145,145,リンクステーションホール青森,1,stage
434,stage-145-2,ホテルJALシティ青森,青森県,青森,青森,stage-145,145,リンクステーションホール青森,2,stage
435,stage-145-3,リッチモンドホテル青森,青森県,青森,青森,stage-145,145,リンクステーションホール青森,3,stage
436,stage-146-1,ダイワロイネットホテル山形駅前,山形県,山形,山形,stage-146,146,やまぎん県民ホール 大ホール,1,stage
437,stage-146-2,ホテルメトロポリタン山形,山形県,山形,山形,stage-146,146,やまぎん県民ホール 大ホール,2,stage
438,stage-146-3,コンフォートホテル山形,山形県,山形,山形,stage-146,146,やまぎん県民ホール 大ホール,3,stage
439,stage-147-1,ホテルフォルクローロ高畠,山形県,南陽・赤湯,高畠,stage-147,147,シェルターなんようホール 大ホール,1,stage
440,stage-147-2,ホテルモントビュー米沢,山形県,南陽・赤湯,米沢,stage-147,147,シェルターなんようホール 大ホール,2,stage
441,stage-147-3,東横INN米沢駅前,山形県,南陽・赤湯,米沢,stage-147,147,シェルターなんようホール 大ホール,3,stage
442,stage-148-1,ホテル日航新潟,新潟県,新潟・白山,新潟,stage-148,148,新潟県民会館 大ホール,1,stage
443,stage-148-2,アパホテル&リゾート〈新潟駅前大通〉,新潟県,新潟・白山,新潟,stage-148,148,新潟県民会館 大ホール,2,stage
444,stage-148-3,JR東日本ホテルメッツ 新潟,新潟県,新潟・白山,新潟,stage-148,148,新潟県民会館 大ホール,3,stage
445,stage-149-1,ホテル日航新潟,新潟県,新潟・白山,新潟,stage-149,149,りゅーとぴあ 新潟市民芸術文化会館 劇場,1,stage
446,stage-149-2,アパホテル&リゾート〈新潟駅前大通〉,新潟県,新潟・白山,新潟,stage-149,149,りゅーとぴあ 新潟市民芸術文化会館 劇場,2,stage
447,stage-149-3,JR東日本ホテルメッツ 新潟,新潟県,新潟・白山,新潟,stage-149,149,りゅーとぴあ 新潟市民芸術文化会館 劇場,3,stage
448,stage-150-1,ホテル日航新潟,新潟県,新潟・鐘木,新潟,stage-150,150,新潟テルサ,1,stage
449,stage-150-2,アパホテル&リゾート〈新潟駅前大通〉,新潟県,新潟・鐘木,新潟,stage-150,150,新潟テルサ,2,stage
450,stage-150-3,JR東日本ホテルメッツ 新潟,新潟県,新潟・鐘木,新潟,stage-150,150,新潟テルサ,3,stage
451,stage-151-1,ホテルニューオータニ長岡,新潟県,長岡,長岡,stage-151,151,長岡市立劇場 大ホール,1,stage
452,stage-151-2,JR東日本ホテルメッツ 長岡,新潟県,長岡,長岡,stage-151,151,長岡市立劇場 大ホール,2,stage
453,stage-151-3,ホテル法華クラブ新潟長岡,新潟県,長岡,長岡,stage-151,151,長岡市立劇場 大ホール,3,stage
454,stage-152-1,ダイワロイネットホテル富山駅前,富山県,富山,富山,stage-152,152,オーバード・ホール 大ホール,1,stage
455,stage-152-2,ホテルJALシティ富山,富山県,富山,富山,stage-152,152,オーバード・ホール 大ホール,2,stage
456,stage-152-3,富山エクセルホテル東急,富山県,富山,富山,stage-152,152,オーバード・ホール 大ホール,3,stage
457,stage-153-1,ダイワロイネットホテル富山駅前,富山県,富山,富山,stage-153,153,オーバード・ホール 中ホール,1,stage
458,stage-153-2,ホテルJALシティ富山,富山県,富山,富山,stage-153,153,オーバード・ホール 中ホール,2,stage
459,stage-153-3,富山エクセルホテル東急,富山県,富山,富山,stage-153,153,オーバード・ホール 中ホール,3,stage
460,stage-154-1,ダイワロイネットホテル富山駅前,富山県,富山,富山,stage-154,154,富山県民会館 ホール,1,stage
461,stage-154-2,ホテルJALシティ富山,富山県,富山,富山,stage-154,154,富山県民会館 ホール,2,stage
462,stage-154-3,富山エクセルホテル東急,富山県,富山,富山,stage-154,154,富山県民会館 ホール,3,stage
463,stage-155-1,ホテルフォルツァ金沢,石川県,金沢・兼六園,金沢,stage-155,155,本多の森 北電ホール,1,stage
464,stage-155-2,三井ガーデンホテル金沢,石川県,金沢・兼六園,金沢,stage-155,155,本多の森 北電ホール,2,stage
465,stage-155-3,東急ステイ金沢,石川県,金沢・兼六園,金沢,stage-155,155,本多の森 北電ホール,3,stage
466,stage-156-1,ホテルフォルツァ金沢,石川県,金沢・香林坊,金沢,stage-156,156,金沢歌劇座,1,stage
467,stage-156-2,三井ガーデンホテル金沢,石川県,金沢・香林坊,金沢,stage-156,156,金沢歌劇座,2,stage
468,stage-156-3,東急ステイ金沢,石川県,金沢・香林坊,金沢,stage-156,156,金沢歌劇座,3,stage
469,stage-157-1,ホテルフォルツァ金沢,石川県,金沢・香林坊,金沢,stage-157,157,北國新聞赤羽ホール,1,stage
470,stage-157-2,三井ガーデンホテル金沢,石川県,金沢・香林坊,金沢,stage-157,157,北國新聞赤羽ホール,2,stage
471,stage-157-3,東急ステイ金沢,石川県,金沢・香林坊,金沢,stage-157,157,北國新聞赤羽ホール,3,stage
472,stage-158-1,コートヤード・バイ・マリオット福井,福井県,福井,福井,stage-158,158,フェニックス・プラザ エルピス大ホール,1,stage
473,stage-158-2,ホテルフジタ福井,福井県,福井,福井,stage-158,158,フェニックス・プラザ エルピス大ホール,2,stage
474,stage-158-3,ドーミーインPREMIUM福井,福井県,福井,福井,stage-158,158,フェニックス・プラザ エルピス大ホール,3,stage
475,stage-159-1,コートヤード・バイ・マリオット福井,福井県,福井,福井,stage-159,159,福井県立音楽堂 ハーモニーホールふくい 大ホール,1,stage
476,stage-159-2,ホテルフジタ福井,福井県,福井,福井,stage-159,159,福井県立音楽堂 ハーモニーホールふくい 大ホール,2,stage
477,stage-159-3,ドーミーインPREMIUM福井,福井県,福井,福井,stage-159,159,福井県立音楽堂 ハーモニーホールふくい 大ホール,3,stage
478,stage-160-1,天然温泉 勝運の湯 ドーミーイン甲府丸の内,山梨県,甲府,甲府,stage-160,160,YCC県民文化ホール 大ホール,1,stage
479,stage-160-2,東横INN甲府駅南口2,山梨県,甲府,甲府,stage-160,160,YCC県民文化ホール 大ホール,2,stage
480,stage-160-3,古名屋ホテル,山梨県,甲府,甲府,stage-160,160,YCC県民文化ホール 大ホール,3,stage
481,stage-161-1,河口湖ホテル,山梨県,河口湖,河口湖,stage-161,161,河口湖ステラシアター,1,stage
482,stage-161-2,東横INN富士河口湖大橋,山梨県,河口湖,河口湖,stage-161,161,河口湖ステラシアター,2,stage
483,stage-161-3,ホテルルートイン河口湖,山梨県,河口湖,河口湖,stage-161,161,河口湖ステラシアター,3,stage
484,stage-162-1,いろはグランホテル松本駅前,長野県,松本,松本,stage-162,162,キッセイ文化ホール 大ホール,1,stage
485,stage-162-2,リッチモンドホテル松本,長野県,松本,松本,stage-162,162,キッセイ文化ホール 大ホール,2,stage
486,stage-162-3,プレミアホテル-CABIN-松本,長野県,松本,松本,stage-162,162,キッセイ文化ホール 大ホール,3,stage
487,stage-163-1,いろはグランホテル松本駅前,長野県,松本,松本,stage-163,163,まつもと市民芸術館 主ホール,1,stage
488,stage-163-2,リッチモンドホテル松本,長野県,松本,松本,stage-163,163,まつもと市民芸術館 主ホール,2,stage
489,stage-163-3,プレミアホテル-CABIN-松本,長野県,松本,松本,stage-163,163,まつもと市民芸術館 主ホール,3,stage
490,stage-164-1,ホテルメトロポリタン長野,長野県,長野,長野,stage-164,164,ホクト文化ホール 大ホール,1,stage
491,stage-164-2,長野東急REIホテル,長野県,長野,長野,stage-164,164,ホクト文化ホール 大ホール,2,stage
492,stage-164-3,チサングランド長野,長野県,長野,長野,stage-164,164,ホクト文化ホール 大ホール,3,stage
493,stage-165-1,西鉄ホテル クルーム名古屋,愛知県,栄,久屋大通,stage-165,165,愛知県芸術劇場 大ホール,1,stage
494,stage-165-2,ベッセルイン栄駅前,愛知県,栄,栄,stage-165,165,愛知県芸術劇場 大ホール,2,stage
495,stage-165-3,ホテルマイステイズ名古屋錦,愛知県,栄,栄,stage-165,165,愛知県芸術劇場 大ホール,3,stage
496,stage-166-1,リッチモンドホテル名古屋納屋橋,愛知県,伏見,伏見,stage-166,166,御園座,1,stage
497,stage-166-2,ホテルJALシティ名古屋 錦,愛知県,伏見,伏見,stage-166,166,御園座,2,stage
498,stage-166-3,名古屋クラウンホテル,愛知県,伏見,伏見,stage-166,166,御園座,3,stage
499,stage-167-1,西鉄ホテル クルーム名古屋,愛知県,栄,久屋大通,stage-167,167,中日ホール,1,stage
500,stage-167-2,ベッセルイン栄駅前,愛知県,栄,栄,stage-167,167,中日ホール,2,stage
501,stage-167-3,ホテルマイステイズ名古屋錦,愛知県,栄,栄,stage-167,167,中日ホール,3,stage
502,stage-168-1,名古屋笠寺ホテル,愛知県,港区役所・東海通,笠寺,stage-168,168,COMTEC PORTBASE,1,stage
503,stage-168-2,コンフォートホテル名古屋金山,愛知県,港区役所・東海通,金山,stage-168,168,COMTEC PORTBASE,2,stage
504,stage-168-3,名鉄イン名古屋金山,愛知県,港区役所・東海通,金山,stage-168,168,COMTEC PORTBASE,3,stage
505,stage-169-1,ANAクラウンプラザホテルグランコート名古屋,愛知県,金山,金山,stage-169,169,Niterra日本特殊陶業市民会館 フォレストホール,1,stage
506,stage-169-2,コンフォートホテル名古屋金山,愛知県,金山,金山,stage-169,169,Niterra日本特殊陶業市民会館 フォレストホール,2,stage
507,stage-169-3,名鉄イン名古屋金山,愛知県,金山,金山,stage-169,169,Niterra日本特殊陶業市民会館 フォレストホール,3,stage
508,stage-170-1,西鉄ホテル クルーム名古屋,愛知県,鶴舞・栄,久屋大通,stage-170,170,岡谷鋼機名古屋公会堂 大ホール,1,stage
509,stage-170-2,ベッセルイン栄駅前,愛知県,鶴舞・栄,栄,stage-170,170,岡谷鋼機名古屋公会堂 大ホール,2,stage
510,stage-170-3,ホテルマイステイズ名古屋錦,愛知県,鶴舞・栄,栄,stage-170,170,岡谷鋼機名古屋公会堂 大ホール,3,stage
511,stage-171-1,西鉄ホテル クルーム名古屋,愛知県,矢場町・栄,久屋大通,stage-171,171,名古屋市青少年文化センター アートピアホール,1,stage
512,stage-171-2,ベッセルイン栄駅前,愛知県,矢場町・栄,栄,stage-171,171,名古屋市青少年文化センター アートピアホール,2,stage
513,stage-171-3,ホテルマイステイズ名古屋錦,愛知県,矢場町・栄,栄,stage-171,171,名古屋市青少年文化センター アートピアホール,3,stage
514,stage-172-1,ホテルメルパルク名古屋,愛知県,千種,千種,stage-172,172,メニコン シアターAoi,1,stage
515,stage-172-2,ホテルルートイン名古屋今池駅前,愛知県,千種,今池,stage-172,172,メニコン シアターAoi,2,stage
516,stage-172-3,ホテルルブラ王山,愛知県,千種,池下,stage-172,172,メニコン シアターAoi,3,stage
517,stage-173-1,ホテルアソシア豊橋,愛知県,豊橋,豊橋,stage-173,173,穂の国とよはし芸術劇場PLAT 主ホール,1,stage
518,stage-173-2,コンフォートホテル豊橋,愛知県,豊橋,豊橋,stage-173,173,穂の国とよはし芸術劇場PLAT 主ホール,2,stage
519,stage-173-3,東横INN豊橋駅東口,愛知県,豊橋,豊橋,stage-173,173,穂の国とよはし芸術劇場PLAT 主ホール,3,stage
520,stage-174-1,ホテルアソシア豊橋,愛知県,豊橋,豊橋,stage-174,174,アイプラザ豊橋 講堂,1,stage
521,stage-174-2,コンフォートホテル豊橋,愛知県,豊橋,豊橋,stage-174,174,アイプラザ豊橋 講堂,2,stage
522,stage-174-3,東横INN豊橋駅東口,愛知県,豊橋,豊橋,stage-174,174,アイプラザ豊橋 講堂,3,stage
523,stage-175-1,名鉄イン刈谷,愛知県,刈谷,刈谷,stage-175,175,刈谷市総合文化センター アイリス 大ホール,1,stage
524,stage-175-2,コンフォートホテル刈谷,愛知県,刈谷,刈谷,stage-175,175,刈谷市総合文化センター アイリス 大ホール,2,stage
525,stage-175-3,アクセスイン刈谷,愛知県,刈谷,刈谷,stage-175,175,刈谷市総合文化センター アイリス 大ホール,3,stage
526,stage-176-1,ザ・カトーホテル,愛知県,太田川,太田川,stage-176,176,東海市芸術劇場 大ホール,1,stage
527,stage-176-2,ルートイングランティア東海 Spa & Relaxation,愛知県,太田川,太田川,stage-176,176,東海市芸術劇場 大ホール,2,stage
528,stage-176-3,東海シティホテル,愛知県,太田川,太田川,stage-176,176,東海市芸術劇場 大ホール,3,stage
529,stage-177-1,ダイワロイネットホテル名古屋太閤通口,愛知県,名古屋・ささしまライブ,名古屋,stage-177,177,Zepp Nagoya,1,stage
530,stage-177-2,ヴィアイン名古屋新幹線口,愛知県,名古屋・ささしまライブ,名古屋,stage-177,177,Zepp Nagoya,2,stage
531,stage-177-3,名鉄イン名古屋駅前,愛知県,名古屋・ささしまライブ,名古屋,stage-177,177,Zepp Nagoya,3,stage
532,stage-178-1,ダイワロイネットホテル岐阜,岐阜県,岐阜,岐阜,stage-178,178,長良川国際会議場 メインホール,1,stage
533,stage-178-2,ホテルリソル岐阜,岐阜県,岐阜,岐阜,stage-178,178,長良川国際会議場 メインホール,2,stage
534,stage-178-3,ドーミーイン岐阜駅前,岐阜県,岐阜,岐阜,stage-178,178,長良川国際会議場 メインホール,3,stage
535,stage-179-1,ホテルルートイン多治見インター,岐阜県,多治見,多治見,stage-179,179,バロー文化ホール 大ホール,1,stage
536,stage-179-2,オースタット国際ホテル多治見,岐阜県,多治見,多治見,stage-179,179,バロー文化ホール 大ホール,2,stage
537,stage-179-3,ホテル多治見ヒルズ マイルーム店,岐阜県,多治見,多治見,stage-179,179,バロー文化ホール 大ホール,3,stage
538,stage-180-1,ホテルグリーンパーク津,三重県,津,津,stage-180,180,三重県文化会館 大ホール,1,stage
539,stage-180-2,ドーミーイン津,三重県,津,津,stage-180,180,三重県文化会館 大ホール,2,stage
540,stage-180-3,三交イン津駅前,三重県,津,津,stage-180,180,三重県文化会館 大ホール,3,stage
541,stage-181-1,都ホテル 四日市,三重県,四日市,近鉄四日市,stage-181,181,四日市市文化会館 第1ホール,1,stage
542,stage-181-2,三交イン四日市駅前,三重県,四日市,近鉄四日市,stage-181,181,四日市市文化会館 第1ホール,2,stage
543,stage-181-3,コンフォートホテル四日市,三重県,四日市,近鉄四日市,stage-181,181,四日市市文化会館 第1ホール,3,stage
544,stage-182-1,ホテルクエスト清水,静岡県,清水,清水,stage-182,182,静岡市清水文化会館マリナート 大ホール,1,stage
545,stage-182-2,東横INN静岡清水駅前,静岡県,清水,清水,stage-182,182,静岡市清水文化会館マリナート 大ホール,2,stage
546,stage-182-3,シーグランデ清水ステーションホテル,静岡県,清水,清水,stage-182,182,静岡市清水文化会館マリナート 大ホール,3,stage
547,stage-183-1,オークラアクトシティホテル浜松,静岡県,浜松,浜松,stage-183,183,アクトシティ浜松 大ホール,1,stage
548,stage-183-2,ダイワロイネットホテル浜松,静岡県,浜松,浜松,stage-183,183,アクトシティ浜松 大ホール,2,stage
549,stage-183-3,コンフォートホテル浜松,静岡県,浜松,浜松,stage-183,183,アクトシティ浜松 大ホール,3,stage
550,stage-184-1,富士山三島東急ホテル,静岡県,三島,三島,stage-184,184,三島市民文化会館 ゆうゆうホール 大ホール,1,stage
551,stage-184-2,ドーミーイン三島,静岡県,三島,三島,stage-184,184,三島市民文化会館 ゆうゆうホール 大ホール,2,stage
552,stage-184-3,東横INN富士山三島駅,静岡県,三島,三島,stage-184,184,三島市民文化会館 ゆうゆうホール 大ホール,3,stage
553,stage-185-1,ダイワロイネットホテルぬまづ,静岡県,沼津,沼津,stage-185,185,沼津市民文化センター 大ホール,1,stage
554,stage-185-2,ホテルミワ,静岡県,沼津,沼津,stage-185,185,沼津市民文化センター 大ホール,2,stage
555,stage-185-3,ココチホテル沼津,静岡県,沼津,沼津,stage-185,185,沼津市民文化センター 大ホール,3,stage
556,stage-186-1,ホテル西村,静岡県,富士,富士,stage-186,186,富士市文化会館ロゼシアター 大ホール,1,stage
557,stage-186-2,くれたけイン富士山,静岡県,富士,富士,stage-186,186,富士市文化会館ロゼシアター 大ホール,2,stage
558,stage-186-3,ホテルルートイン富士中央公園東,静岡県,富士,富士,stage-186,186,富士市文化会館ロゼシアター 大ホール,3,stage
559,stage-187-1,ホテル阪急レスパイア大阪,大阪府,梅田,大阪・梅田,stage-187,187,梅田芸術劇場 メインホール,1,stage
560,stage-187-2,ホテルインターゲート大阪 梅田,大阪府,梅田,大阪・梅田,stage-187,187,梅田芸術劇場 メインホール,2,stage
561,stage-187-3,アパホテル&リゾート〈大阪梅田駅タワー〉,大阪府,梅田,梅田,stage-187,187,梅田芸術劇場 メインホール,3,stage
562,stage-188-1,ホテル阪急レスパイア大阪,大阪府,梅田,大阪・梅田,stage-188,188,梅田芸術劇場 シアター・ドラマシティ,1,stage
563,stage-188-2,ホテルインターゲート大阪 梅田,大阪府,梅田,大阪・梅田,stage-188,188,梅田芸術劇場 シアター・ドラマシティ,2,stage
564,stage-188-3,アパホテル&リゾート〈大阪梅田駅タワー〉,大阪府,梅田,梅田,stage-188,188,梅田芸術劇場 シアター・ドラマシティ,3,stage
565,stage-189-1,ホテル阪急レスパイア大阪,大阪府,大阪駅・梅田,大阪・梅田,stage-189,189,SkyシアターMBS,1,stage
566,stage-189-2,ホテルインターゲート大阪 梅田,大阪府,大阪駅・梅田,大阪・梅田,stage-189,189,SkyシアターMBS,2,stage
567,stage-189-3,アパホテル&リゾート〈大阪梅田駅タワー〉,大阪府,大阪駅・梅田,梅田,stage-189,189,SkyシアターMBS,3,stage
568,stage-190-1,ホテル京阪 天満橋駅前,大阪府,森ノ宮・大阪城公園,天満橋,stage-190,190,COOL JAPAN PARK OSAKA WWホール,1,stage
569,stage-190-2,アパホテル〈大阪谷町四丁目駅前〉,大阪府,森ノ宮・大阪城公園,谷町四丁目,stage-190,190,COOL JAPAN PARK OSAKA WWホール,2,stage
570,stage-190-3,ホテル・ザ・ルーテル,大阪府,森ノ宮・大阪城公園,谷町四丁目,stage-190,190,COOL JAPAN PARK OSAKA WWホール,3,stage
571,stage-191-1,ホテル京阪 天満橋駅前,大阪府,森ノ宮・大阪城公園,天満橋,stage-191,191,COOL JAPAN PARK OSAKA TTホール,1,stage
572,stage-191-2,アパホテル〈大阪谷町四丁目駅前〉,大阪府,森ノ宮・大阪城公園,谷町四丁目,stage-191,191,COOL JAPAN PARK OSAKA TTホール,2,stage
573,stage-191-3,ホテル・ザ・ルーテル,大阪府,森ノ宮・大阪城公園,谷町四丁目,stage-191,191,COOL JAPAN PARK OSAKA TTホール,3,stage
574,stage-192-1,ホテル京阪 天満橋駅前,大阪府,森ノ宮・大阪城公園,天満橋,stage-192,192,COOL JAPAN PARK OSAKA SSホール,1,stage
575,stage-192-2,アパホテル〈大阪谷町四丁目駅前〉,大阪府,森ノ宮・大阪城公園,谷町四丁目,stage-192,192,COOL JAPAN PARK OSAKA SSホール,2,stage
576,stage-192-3,ホテル・ザ・ルーテル,大阪府,森ノ宮・大阪城公園,谷町四丁目,stage-192,192,COOL JAPAN PARK OSAKA SSホール,3,stage
577,stage-193-1,都シティ 大阪天王寺,大阪府,大阪上本町・谷町九丁目,天王寺,stage-193,193,新歌舞伎座,1,stage
578,stage-193-2,ヴィアインあべの天王寺,大阪府,大阪上本町・谷町九丁目,天王寺,stage-193,193,新歌舞伎座,2,stage
579,stage-193-3,アパホテル〈天王寺駅前〉,大阪府,大阪上本町・谷町九丁目,天王寺,stage-193,193,新歌舞伎座,3,stage
580,stage-194-1,相鉄フレッサイン 大阪なんば駅前,大阪府,なんば・道頓堀,なんば,stage-194,194,大阪松竹座,1,stage
581,stage-194-2,ホテルグレイスリー大阪なんば,大阪府,なんば・道頓堀,なんば,stage-194,194,大阪松竹座,2,stage
582,stage-194-3,アパホテル〈なんば駅東〉,大阪府,なんば・道頓堀,なんば,stage-194,194,大阪松竹座,3,stage
583,stage-195-1,ヴィアインプライム心斎橋四ツ橋,大阪府,本町・四ツ橋,四ツ橋,stage-195,195,オリックス劇場,1,stage
584,stage-195-2,ハートンホテル心斎橋,大阪府,本町・四ツ橋,心斎橋,stage-195,195,オリックス劇場,2,stage
585,stage-195-3,ホテルマイステイズ心斎橋,大阪府,本町・四ツ橋,心斎橋,stage-195,195,オリックス劇場,3,stage
586,stage-196-1,ホテル阪急レスパイア大阪,大阪府,西梅田,大阪・梅田,stage-196,196,サンケイホールブリーゼ,1,stage
587,stage-196-2,ホテルインターゲート大阪 梅田,大阪府,西梅田,大阪・梅田,stage-196,196,サンケイホールブリーゼ,2,stage
588,stage-196-3,アパホテル&リゾート〈大阪梅田駅タワー〉,大阪府,西梅田,梅田,stage-196,196,サンケイホールブリーゼ,3,stage
589,stage-197-1,都シティ 大阪天王寺,大阪府,天王寺・阿倍野,天王寺,stage-197,197,近鉄アート館,1,stage
590,stage-197-2,ヴィアインあべの天王寺,大阪府,天王寺・阿倍野,天王寺,stage-197,197,近鉄アート館,2,stage
591,stage-197-3,アパホテル〈天王寺駅前〉,大阪府,天王寺・阿倍野,天王寺,stage-197,197,近鉄アート館,3,stage
592,stage-198-1,ホテル京阪 天満橋駅前,大阪府,森ノ宮,天満橋,stage-198,198,森ノ宮ピロティホール,1,stage
593,stage-198-2,アパホテル〈大阪谷町四丁目駅前〉,大阪府,森ノ宮,谷町四丁目,stage-198,198,森ノ宮ピロティホール,2,stage
594,stage-198-3,ホテル・ザ・ルーテル,大阪府,森ノ宮,谷町四丁目,stage-198,198,森ノ宮ピロティホール,3,stage
595,stage-199-1,ホテル京阪 天満橋駅前,大阪府,谷町四丁目,天満橋,stage-199,199,NHK大阪ホール,1,stage
596,stage-199-2,アパホテル〈大阪谷町四丁目駅前〉,大阪府,谷町四丁目,谷町四丁目,stage-199,199,NHK大阪ホール,2,stage
597,stage-199-3,ホテル・ザ・ルーテル,大阪府,谷町四丁目,谷町四丁目,stage-199,199,NHK大阪ホール,3,stage
598,stage-200-1,ホテル京阪 天満橋駅前,大阪府,大阪ビジネスパーク,天満橋,stage-200,200,松下IMPホール,1,stage
599,stage-200-2,アパホテル〈大阪谷町四丁目駅前〉,大阪府,大阪ビジネスパーク,谷町四丁目,stage-200,200,松下IMPホール,2,stage
600,stage-200-3,ホテル・ザ・ルーテル,大阪府,大阪ビジネスパーク,谷町四丁目,stage-200,200,松下IMPホール,3,stage
601,stage-201-1,ホテル阪急レスパイア大阪,大阪府,梅田,大阪・梅田,stage-201,201,HEP HALL,1,stage
602,stage-201-2,ホテルインターゲート大阪 梅田,大阪府,梅田,大阪・梅田,stage-201,201,HEP HALL,2,stage
603,stage-201-3,アパホテル&リゾート〈大阪梅田駅タワー〉,大阪府,梅田,梅田,stage-201,201,HEP HALL,3,stage
604,stage-202-1,相鉄フレッサイン 大阪なんば駅前,大阪府,なんば,なんば,stage-202,202,YES THEATER,1,stage
605,stage-202-2,ホテルグレイスリー大阪なんば,大阪府,なんば,なんば,stage-202,202,YES THEATER,2,stage
606,stage-202-3,アパホテル〈なんば駅東〉,大阪府,なんば,なんば,stage-202,202,YES THEATER,3,stage
607,stage-203-1,ホテル アゴーラ リージェンシー 大阪堺,大阪府,堺,堺,stage-203,203,堺市民芸術文化ホール フェニーチェ堺 大ホール,1,stage
608,stage-203-2,ダイワロイネットホテル大阪堺東,大阪府,堺,堺東,stage-203,203,堺市民芸術文化ホール フェニーチェ堺 大ホール,2,stage
609,stage-203-3,コンフォートホテル堺,大阪府,堺,堺,stage-203,203,堺市民芸術文化ホール フェニーチェ堺 大ホール,3,stage
610,stage-204-1,ホテルアベストグランデ高槻,大阪府,高槻,高槻,stage-204,204,高槻城公園芸術文化劇場 南館 トリシマホール,1,stage
611,stage-204-2,高槻W&Mホテル,大阪府,高槻,高槻市,stage-204,204,高槻城公園芸術文化劇場 南館 トリシマホール,2,stage
612,stage-204-3,ワークホテルアネックス天神の湯,大阪府,高槻,高槻,stage-204,204,高槻城公園芸術文化劇場 南館 トリシマホール,3,stage
613,stage-205-1,大江戸温泉物語 箕面観光ホテル,大阪府,箕面船場阪大前,箕面,stage-205,205,東京建物 Brillia HALL 箕面 大ホール,1,stage
614,stage-205-2,新大阪江坂東急REIホテル,大阪府,箕面船場阪大前,江坂,stage-205,205,東京建物 Brillia HALL 箕面 大ホール,2,stage
615,stage-205-3,サニーストンホテル,大阪府,箕面船場阪大前,江坂,stage-205,205,東京建物 Brillia HALL 箕面 大ホール,3,stage
616,stage-206-1,リッチモンドホテル東大阪,大阪府,八戸ノ里,長田,stage-206,206,東大阪市文化創造館 Dream House 大ホール,1,stage
617,stage-206-2,ホテルウィングインターナショナルセレクト東大阪,大阪府,八戸ノ里,長田,stage-206,206,東大阪市文化創造館 Dream House 大ホール,2,stage
618,stage-206-3,U・コミュニティホテル,大阪府,八戸ノ里,河内小阪,stage-206,206,東大阪市文化創造館 Dream House 大ホール,3,stage
619,stage-207-1,ホテルA.P,大阪府,曽根・豊中,大阪空港・蛍池,stage-207,207,豊中市立文化芸術センター 大ホール,1,stage
620,stage-207-2,東横INN大阪伊丹空港,大阪府,曽根・豊中,大阪空港,stage-207,207,豊中市立文化芸術センター 大ホール,2,stage
621,stage-207-3,グリーンリッチホテル大阪空港前,大阪府,曽根・豊中,大阪空港,stage-207,207,豊中市立文化芸術センター 大ホール,3,stage
622,stage-208-1,ラ・ジェント・ホテル大阪ベイ,大阪府,桜島・ユニバーサルシティ,桜島,stage-208,208,Zepp Osaka Bayside,1,stage
623,stage-208-2,ザ シンギュラリ ホテル&スカイスパ アット ユニバーサル・スタジオ・ジャパン,大阪府,桜島・ユニバーサルシティ,ユニバーサルシティ,stage-208,208,Zepp Osaka Bayside,2,stage
624,stage-208-3,ホテル京阪 ユニバーサル・タワー,大阪府,桜島・ユニバーサルシティ,ユニバーサルシティ,stage-208,208,Zepp Osaka Bayside,3,stage
625,stage-209-1,ANAクラウンプラザホテル神戸,兵庫県,新神戸,新神戸,stage-209,209,AiiA 2.5 Theater Kobe,1,stage
626,stage-209-2,ホテルピエナ神戸,兵庫県,新神戸,三宮・新神戸,stage-209,209,AiiA 2.5 Theater Kobe,2,stage
