research_no,id,hotel_name,prefecture,station,jalan_url,jalan_hotel_name,verification_status,live_h1,live_title,name_similarity,prefecture_on_page,audit_status,error
103,stage-035-1,ホテルサンルートプラザ新宿,東京都,新宿南口,https://www.jalan.net/yad351204/,ホテルサンルートプラザ新宿,verified,ホテルサンルートプラザ新宿の施設概要,ホテルサンルートプラザ新宿 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
104,stage-035-2,JR九州ホテル ブラッサム新宿,東京都,新宿南口,https://www.jalan.net/yad391743/,ＪＲ九州ホテルブラッサム新宿,verified,ＪＲ九州ホテルブラッサム新宿の施設概要,ＪＲ九州ホテルブラッサム新宿 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
105,stage-035-3,京王プレッソイン新宿,東京都,新宿・都庁前,https://www.jalan.net/yad399872/,京王プレッソイン新宿,verified,京王プレッソイン新宿の施設概要,京王プレッソイン新宿 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
106,stage-036-1,ホテルサンライト新宿,東京都,新宿三丁目,https://www.jalan.net/yad343909/,ホテルサンライト新宿,verified,ホテルサンライト新宿の施設概要,ホテルサンライト新宿 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
107,stage-036-2,新宿アーバンホテル,東京都,新宿三丁目・東新宿,https://www.jalan.net/yad321016/,新宿アーバンホテル,verified,新宿アーバンホテルの施設概要,新宿アーバンホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
108,stage-036-3,ホテルアマネク新宿歌舞伎町,東京都,新宿・西武新宿,https://www.jalan.net/yad357994/,ホテルアマネク新宿歌舞伎町,verified,ホテルアマネク新宿歌舞伎町の施設概要,ホテルアマネク新宿歌舞伎町 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
109,stage-037-1,ホテルサンライト新宿,東京都,新宿三丁目,https://www.jalan.net/yad343909/,ホテルサンライト新宿,verified,ホテルサンライト新宿の施設概要,ホテルサンライト新宿 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
110,stage-037-2,新宿アーバンホテル,東京都,新宿三丁目・東新宿,https://www.jalan.net/yad321016/,新宿アーバンホテル,verified,新宿アーバンホテルの施設概要,新宿アーバンホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
111,stage-037-3,ホテルアマネク新宿歌舞伎町,東京都,新宿・西武新宿,https://www.jalan.net/yad357994/,ホテルアマネク新宿歌舞伎町,verified,ホテルアマネク新宿歌舞伎町の施設概要,ホテルアマネク新宿歌舞伎町 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
112,stage-038-1,ホテルサンライト新宿,東京都,新宿三丁目,https://www.jalan.net/yad343909/,ホテルサンライト新宿,verified,ホテルサンライト新宿の施設概要,ホテルサンライト新宿 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
113,stage-038-2,新宿アーバンホテル,東京都,新宿三丁目・東新宿,https://www.jalan.net/yad321016/,新宿アーバンホテル,verified,新宿アーバンホテルの施設概要,新宿アーバンホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
114,stage-038-3,ホテルアマネク新宿歌舞伎町,東京都,新宿・西武新宿,https://www.jalan.net/yad357994/,ホテルアマネク新宿歌舞伎町,verified,ホテルアマネク新宿歌舞伎町の施設概要,ホテルアマネク新宿歌舞伎町 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
115,stage-039-1,ホテルアジア会館,東京都,青山一丁目・乃木坂,https://www.jalan.net/yad344328/,ホテル アジア会館,verified,ホテル アジア会館の施設概要,ホテル アジア会館 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
116,stage-039-2,the b 赤坂,東京都,赤坂,https://www.jalan.net/yad383484/,the b 赤坂（ザビーあかさか）,manual_verified,the b 赤坂（ザビーあかさか）の施設概要,the b 赤坂（ザビーあかさか） - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
117,stage-039-3,ホテルモントレ赤坂,東京都,赤坂見附・青山一丁目,https://www.jalan.net/yad380660/,ホテルモントレ赤坂,verified,ホテルモントレ赤坂の施設概要,ホテルモントレ赤坂 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
118,stage-040-1,ホテルアジア会館,東京都,青山一丁目・乃木坂,https://www.jalan.net/yad344328/,ホテル アジア会館,verified,ホテル アジア会館の施設概要,ホテル アジア会館 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
119,stage-040-2,the b 赤坂,東京都,赤坂,https://www.jalan.net/yad383484/,the b 赤坂（ザビーあかさか）,manual_verified,the b 赤坂（ザビーあかさか）の施設概要,the b 赤坂（ザビーあかさか） - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
120,stage-040-3,ホテルモントレ赤坂,東京都,赤坂見附・青山一丁目,https://www.jalan.net/yad380660/,ホテルモントレ赤坂,verified,ホテルモントレ赤坂の施設概要,ホテルモントレ赤坂 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
121,stage-041-1,相鉄フレッサイン 銀座三丁目,東京都,銀座・東銀座,https://www.jalan.net/yad398781/,相鉄フレッサイン銀座三丁目,verified,相鉄フレッサイン銀座三丁目の施設概要,相鉄フレッサイン銀座三丁目 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
122,stage-041-2,ホテルモントレ銀座,東京都,銀座一丁目,https://www.jalan.net/yad347902/,ホテルモントレ銀座,verified,ホテルモントレ銀座の施設概要,ホテルモントレ銀座 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
123,stage-041-3,ダイワロイネットホテル東京京橋 PREMIER,東京都,京橋・東京,https://www.jalan.net/yad370598/,ダイワロイネットホテル東京京橋 PREMIER,verified,ダイワロイネットホテル東京京橋 PREMIERの施設概要,ダイワロイネットホテル東京京橋 PREMIER - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
124,stage-042-1,The OneFive Tokyo Shibuya,東京都,渋谷・原宿,https://www.jalan.net/yad375986/,ザ・ワンファイブ東京渋谷,manual_verified,ザ・ワンファイブ東京渋谷の施設概要,ザ・ワンファイブ東京渋谷 - 宿泊予約は＜じゃらんnet＞,0.0,True,suspect,
125,stage-042-2,渋谷東武ホテル,東京都,渋谷,https://www.jalan.net/yad316476/,渋谷東武ホテル,verified,渋谷東武ホテルの施設概要,渋谷東武ホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
126,stage-042-3,渋谷クレストンホテル,東京都,渋谷・神泉,https://www.jalan.net/yad312949/,渋谷クレストンホテル（HMIホテルグループ）,verified,渋谷クレストンホテル（HMIホテルグループ）の施設概要,渋谷クレストンホテル（HMIホテルグループ） - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
127,stage-043-1,The OneFive Tokyo Shibuya,東京都,渋谷・原宿,https://www.jalan.net/yad375986/,ザ・ワンファイブ東京渋谷,manual_verified,ザ・ワンファイブ東京渋谷の施設概要,ザ・ワンファイブ東京渋谷 - 宿泊予約は＜じゃらんnet＞,0.0,True,suspect,
128,stage-043-2,渋谷東武ホテル,東京都,渋谷,https://www.jalan.net/yad316476/,渋谷東武ホテル,verified,渋谷東武ホテルの施設概要,渋谷東武ホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
129,stage-043-3,渋谷クレストンホテル,東京都,渋谷・神泉,https://www.jalan.net/yad312949/,渋谷クレストンホテル（HMIホテルグループ）,verified,渋谷クレストンホテル（HMIホテルグループ）の施設概要,渋谷クレストンホテル（HMIホテルグループ） - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
130,stage-044-1,The OneFive Tokyo Shibuya,東京都,渋谷・原宿,https://www.jalan.net/yad375986/,ザ・ワンファイブ東京渋谷,manual_verified,ザ・ワンファイブ東京渋谷の施設概要,ザ・ワンファイブ東京渋谷 - 宿泊予約は＜じゃらんnet＞,0.0,True,suspect,
131,stage-044-2,渋谷東武ホテル,東京都,渋谷,https://www.jalan.net/yad316476/,渋谷東武ホテル,verified,渋谷東武ホテルの施設概要,渋谷東武ホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
132,stage-044-3,渋谷クレストンホテル,東京都,渋谷・神泉,https://www.jalan.net/yad312949/,渋谷クレストンホテル（HMIホテルグループ）,verified,渋谷クレストンホテル（HMIホテルグループ）の施設概要,渋谷クレストンホテル（HMIホテルグループ） - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
133,stage-045-1,アーバイン東京・上野 北千住,東京都,北千住,https://www.jalan.net/yad381076/,アーバイン東京・上野 北千住,verified,アーバイン東京・上野 北千住の施設概要,アーバイン東京・上野 北千住 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
134,stage-045-2,ホテル ココ・グラン北千住,東京都,北千住,https://www.jalan.net/yad323264/,ホテルココ・グラン北千住,verified,ホテルココ・グラン北千住の施設概要,ホテルココ・グラン北千住 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
135,stage-045-3,ホテルリブマックス東京綾瀬駅前,東京都,綾瀬,https://www.jalan.net/yad359437/,ホテルリブマックス東京綾瀬駅前,verified,ホテルリブマックス東京綾瀬駅前の施設概要,ホテルリブマックス東京綾瀬駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
136,stage-046-1,スマイルホテル東京綾瀬駅前,東京都,綾瀬,https://www.jalan.net/yad386875/,スマイルホテル東京綾瀬駅前,verified,スマイルホテル東京綾瀬駅前の施設概要,スマイルホテル東京綾瀬駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
137,stage-046-2,ホテルリブマックス東京綾瀬駅前,東京都,綾瀬,https://www.jalan.net/yad359437/,ホテルリブマックス東京綾瀬駅前,verified,ホテルリブマックス東京綾瀬駅前の施設概要,ホテルリブマックス東京綾瀬駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
138,stage-046-3,アーバイン東京・上野 北千住,東京都,北千住,https://www.jalan.net/yad381076/,アーバイン東京・上野 北千住,verified,アーバイン東京・上野 北千住の施設概要,アーバイン東京・上野 北千住 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
139,stage-047-1,くれたけイン東京船堀,東京都,船堀,https://www.jalan.net/yad367968/,くれたけイン東京船堀,verified,くれたけイン東京船堀の施設概要,くれたけイン東京船堀 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
140,stage-047-2,レンブラントスタイル東京西葛西,東京都,西葛西,https://www.jalan.net/yad398420/,レンブラントスタイル東京西葛西グランデ,verified,レンブラントスタイル東京西葛西グランデの施設概要,レンブラントスタイル東京西葛西グランデ - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
141,stage-047-3,アパホテル〈TKP東京西葛西〉,東京都,西葛西,https://www.jalan.net/yad317197/,アパホテル〈TKP東京西葛西〉,verified,アパホテル〈TKP東京西葛西〉の施設概要,アパホテル〈TKP東京西葛西〉 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
142,stage-048-1,スマイルホテル東京新小岩,東京都,新小岩,https://www.jalan.net/yad318472/,スマイルホテル東京新小岩,verified,スマイルホテル東京新小岩の施設概要,スマイルホテル東京新小岩 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
143,stage-048-2,スーパーホテル東京・JR新小岩,東京都,新小岩,https://www.jalan.net/yad330980/,スーパーホテル東京・ＪＲ新小岩,verified,スーパーホテル東京・ＪＲ新小岩の施設概要,スーパーホテル東京・ＪＲ新小岩 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
144,stage-048-3,サイプレスイン東京,東京都,新小岩,https://www.jalan.net/yad360845/,サイプレスイン東京,verified,サイプレスイン東京の施設概要,サイプレスイン東京 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
145,stage-049-1,スマイルホテル東京新小岩,東京都,新小岩,https://www.jalan.net/yad318472/,スマイルホテル東京新小岩,verified,スマイルホテル東京新小岩の施設概要,スマイルホテル東京新小岩 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
146,stage-049-2,スーパーホテル東京・JR新小岩,東京都,新小岩,https://www.jalan.net/yad330980/,スーパーホテル東京・ＪＲ新小岩,verified,スーパーホテル東京・ＪＲ新小岩の施設概要,スーパーホテル東京・ＪＲ新小岩 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
147,stage-049-3,サイプレスイン東京,東京都,新小岩,https://www.jalan.net/yad360845/,サイプレスイン東京,verified,サイプレスイン東京の施設概要,サイプレスイン東京 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
