no,id,hotel_name,venue_name,venue_id,venue_number,rank,rakuten_hotel_no,rakuten_url,rakuten_url_source,jalan_yad_no,jalan_url,jalan_url_source
475,stage-159-1,コートヤード・バイ・マリオット福井,福井県立音楽堂 ハーモニーホールふくい 大ホール,stage-159,159,1,,,missing,,,missing
476,stage-159-2,ホテルフジタ福井,福井県立音楽堂 ハーモニーホールふくい 大ホール,stage-159,159,2,,,missing,,,missing
477,stage-159-3,ドーミーインPREMIUM福井,福井県立音楽堂 ハーモニーホールふくい 大ホール,stage-159,159,3,,,missing,,,missing
478,stage-160-1,天然温泉 勝運の湯 ドーミーイン甲府丸の内,YCC県民文化ホール 大ホール,stage-160,160,1,,,missing,,,missing
479,stage-160-2,東横INN甲府駅南口2,YCC県民文化ホール 大ホール,stage-160,160,2,,,missing,,,missing
480,stage-160-3,古名屋ホテル,YCC県民文化ホール 大ホール,stage-160,160,3,,,missing,,,missing
481,stage-161-1,河口湖ホテル,河口湖ステラシアター,stage-161,161,1,,,missing,,,missing
482,stage-161-2,東横INN富士河口湖大橋,河口湖ステラシアター,stage-161,161,2,,,missing,,,missing
483,stage-161-3,ホテルルートイン河口湖,河口湖ステラシアター,stage-161,161,3,,,missing,,,missing
484,stage-162-1,いろはグランホテル松本駅前,キッセイ文化ホール 大ホール,stage-162,162,1,,,missing,,,missing
485,stage-162-2,リッチモンドホテル松本,キッセイ文化ホール 大ホール,stage-162,162,2,,,missing,,,missing
486,stage-162-3,プレミアホテル-CABIN-松本,キッセイ文化ホール 大ホール,stage-162,162,3,,,missing,,,missing
487,stage-163-1,いろはグランホテル松本駅前,まつもと市民芸術館 主ホール,stage-163,163,1,,,missing,,,missing
488,stage-163-2,リッチモンドホテル松本,まつもと市民芸術館 主ホール,stage-163,163,2,,,missing,,,missing
489,stage-163-3,プレミアホテル-CABIN-松本,まつもと市民芸術館 主ホール,stage-163,163,3,,,missing,,,missing
490,stage-164-1,ホテルメトロポリタン長野,ホクト文化ホール 大ホール,stage-164,164,1,,,missing,,,missing
491,stage-164-2,長野東急REIホテル,ホクト文化ホール 大ホール,stage-164,164,2,,,missing,,,missing
492,stage-164-3,チサングランド長野,ホクト文化ホール 大ホール,stage-164,164,3,,,missing,,,missing
493,stage-165-1,西鉄ホテル クルーム名古屋,愛知県芸術劇場 大ホール,stage-165,165,1,,,missing,,,missing
494,stage-165-2,ベッセルイン栄駅前,愛知県芸術劇場 大ホール,stage-165,165,2,,,missing,,,missing
495,stage-165-3,ホテルマイステイズ名古屋錦,愛知県芸術劇場 大ホール,stage-165,165,3,,,missing,,,missing
496,stage-166-1,リッチモンドホテル名古屋納屋橋,御園座,stage-166,166,1,,,missing,,,missing
497,stage-166-2,ホテルJALシティ名古屋 錦,御園座,stage-166,166,2,,,missing,,,missing
498,stage-166-3,名古屋クラウンホテル,御園座,stage-166,166,3,,,missing,,,missing
499,stage-167-1,西鉄ホテル クルーム名古屋,中日ホール,stage-167,167,1,,,missing,,,missing
500,stage-167-2,ベッセルイン栄駅前,中日ホール,stage-167,167,2,,,missing,,,missing
501,stage-167-3,ホテルマイステイズ名古屋錦,中日ホール,stage-167,167,3,,,missing,,,missing
502,stage-168-1,名古屋笠寺ホテル,COMTEC PORTBASE,stage-168,168,1,,,missing,,,missing
503,stage-168-2,コンフォートホテル名古屋金山,COMTEC PORTBASE,stage-168,168,2,,,missing,,,missing
504,stage-168-3,名鉄イン名古屋金山,COMTEC PORTBASE,stage-168,168,3,,,missing,,,missing
505,stage-169-1,ANAクラウンプラザホテルグランコート名古屋,Niterra日本特殊陶業市民会館 フォレストホール,stage-169,169,1,,,missing,,,missing
506,stage-169-2,コンフォートホテル名古屋金山,Niterra日本特殊陶業市民会館 フォレストホール,stage-169,169,2,,,missing,,,missing
507,stage-169-3,名鉄イン名古屋金山,Niterra日本特殊陶業市民会館 フォレストホール,stage-169,169,3,,,missing,,,missing
508,stage-170-1,西鉄ホテル クルーム名古屋,岡谷鋼機名古屋公会堂 大ホール,stage-170,170,1,,,missing,,,missing
509,stage-170-2,ベッセルイン栄駅前,岡谷鋼機名古屋公会堂 大ホール,stage-170,170,2,,,missing,,,missing
510,stage-170-3,ホテルマイステイズ名古屋錦,岡谷鋼機名古屋公会堂 大ホール,stage-170,170,3,,,missing,,,missing
511,stage-171-1,西鉄ホテル クルーム名古屋,名古屋市青少年文化センター アートピアホール,stage-171,171,1,,,missing,,,missing
512,stage-171-2,ベッセルイン栄駅前,名古屋市青少年文化センター アートピアホール,stage-171,171,2,,,missing,,,missing
513,stage-171-3,ホテルマイステイズ名古屋錦,名古屋市青少年文化センター アートピアホール,stage-171,171,3,,,missing,,,missing
514,stage-172-1,ホテルメルパルク名古屋,メニコン シアターAoi,stage-172,172,1,,,missing,,,missing
515,stage-172-2,ホテルルートイン名古屋今池駅前,メニコン シアターAoi,stage-172,172,2,,,missing,,,missing
516,stage-172-3,ホテルルブラ王山,メニコン シアターAoi,stage-172,172,3,,,missing,,,missing
517,stage-173-1,ホテルアソシア豊橋,穂の国とよはし芸術劇場PLAT 主ホール,stage-173,173,1,,,missing,,,missing
518,stage-173-2,コンフォートホテル豊橋,穂の国とよはし芸術劇場PLAT 主ホール,stage-173,173,2,,,missing,,,missing
519,stage-173-3,東横INN豊橋駅東口,穂の国とよはし芸術劇場PLAT 主ホール,stage-173,173,3,,,missing,,,missing
520,stage-174-1,ホテルアソシア豊橋,アイプラザ豊橋 講堂,stage-174,174,1,,,missing,,,missing
521,stage-174-2,コンフォートホテル豊橋,アイプラザ豊橋 講堂,stage-174,174,2,,,missing,,,missing
522,stage-174-3,東横INN豊橋駅東口,アイプラザ豊橋 講堂,stage-174,174,3,,,missing,,,missing
523,stage-175-1,名鉄イン刈谷,刈谷市総合文化センター アイリス 大ホール,stage-175,175,1,,,missing,,,missing
524,stage-175-2,コンフォートホテル刈谷,刈谷市総合文化センター アイリス 大ホール,stage-175,175,2,,,missing,,,missing
525,stage-175-3,アクセスイン刈谷,刈谷市総合文化センター アイリス 大ホール,stage-175,175,3,,,missing,,,missing
526,stage-176-1,ザ・カトーホテル,東海市芸術劇場 大ホール,stage-176,176,1,,,missing,,,missing
527,stage-176-2,ルートイングランティア東海 Spa & Relaxation,東海市芸術劇場 大ホール,stage-176,176,2,,,missing,,,missing
528,stage-176-3,東海シティホテル,東海市芸術劇場 大ホール,stage-176,176,3,,,missing,,,missing
529,stage-177-1,ダイワロイネットホテル名古屋太閤通口,Zepp Nagoya,stage-177,177,1,,,missing,,,missing
530,stage-177-2,ヴィアイン名古屋新幹線口,Zepp Nagoya,stage-177,177,2,,,missing,,,missing
531,stage-177-3,名鉄イン名古屋駅前,Zepp Nagoya,stage-177,177,3,,,missing,,,missing
532,stage-178-1,ダイワロイネットホテル岐阜,長良川国際会議場 メインホール,stage-178,178,1,,,missing,,,missing
533,stage-178-2,ホテルリソル岐阜,長良川国際会議場 メインホール,stage-178,178,2,,,missing,,,missing
534,stage-178-3,ドーミーイン岐阜駅前,長良川国際会議場 メインホール,stage-178,178,3,,,missing,,,missing
535,stage-179-1,ホテルルートイン多治見インター,バロー文化ホール 大ホール,stage-179,179,1,,,missing,,,missing
536,stage-179-2,オースタット国際ホテル多治見,バロー文化ホール 大ホール,stage-179,179,2,,,missing,,,missing
537,stage-179-3,ホテル多治見ヒルズ マイルーム店,バロー文化ホール 大ホール,stage-179,179,3,,,missing,,,missing
538,stage-180-1,ホテルグリーンパーク津,三重県文化会館 大ホール,stage-180,180,1,,,missing,,,missing
539,stage-180-2,ドーミーイン津,三重県文化会館 大ホール,stage-180,180,2,,,missing,,,missing
540,stage-180-3,三交イン津駅前,三重県文化会館 大ホール,stage-180,180,3,,,missing,,,missing
541,stage-181-1,都ホテル 四日市,四日市市文化会館 第1ホール,stage-181,181,1,,,missing,,,missing
542,stage-181-2,三交イン四日市駅前,四日市市文化会館 第1ホール,stage-181,181,2,,,missing,,,missing
543,stage-181-3,コンフォートホテル四日市,四日市市文化会館 第1ホール,stage-181,181,3,,,missing,,,missing
544,stage-182-1,ホテルクエスト清水,静岡市清水文化会館マリナート 大ホール,stage-182,182,1,,,missing,,,missing
545,stage-182-2,東横INN静岡清水駅前,静岡市清水文化会館マリナート 大ホール,stage-182,182,2,,,missing,,,missing
546,stage-182-3,シーグランデ清水ステーションホテル,静岡市清水文化会館マリナート 大ホール,stage-182,182,3,,,missing,,,missing
547,stage-183-1,オークラアクトシティホテル浜松,アクトシティ浜松 大ホール,stage-183,183,1,,,missing,,,missing
548,stage-183-2,ダイワロイネットホテル浜松,アクトシティ浜松 大ホール,stage-183,183,2,,,missing,,,missing
549,stage-183-3,コンフォートホテル浜松,アクトシティ浜松 大ホール,stage-183,183,3,,,missing,,,missing
550,stage-184-1,富士山三島東急ホテル,三島市民文化会館 ゆうゆうホール 大ホール,stage-184,184,1,,,missing,,,missing
551,stage-184-2,ドーミーイン三島,三島市民文化会館 ゆうゆうホール 大ホール,stage-184,184,2,,,missing,,,missing
552,stage-184-3,東横INN富士山三島駅,三島市民文化会館 ゆうゆうホール 大ホール,stage-184,184,3,,,missing,,,missing
553,stage-185-1,ダイワロイネットホテルぬまづ,沼津市民文化センター 大ホール,stage-185,185,1,,,missing,,,missing
554,stage-185-2,ホテルミワ,沼津市民文化センター 大ホール,stage-185,185,2,,,missing,,,missing
555,stage-185-3,ココチホテル沼津,沼津市民文化センター 大ホール,stage-185,185,3,,,missing,,,missing
556,stage-186-1,ホテル西村,富士市文化会館ロゼシアター 大ホール,stage-186,186,1,,,missing,,,missing
557,stage-186-2,くれたけイン富士山,富士市文化会館ロゼシアター 大ホール,stage-186,186,2,,,missing,,,missing
558,stage-186-3,ホテルルートイン富士中央公園東,富士市文化会館ロゼシアター 大ホール,stage-186,186,3,,,missing,,,missing
559,stage-187-1,ホテル阪急レスパイア大阪,梅田芸術劇場 メインホール,stage-187,187,1,,,missing,,,missing
560,stage-187-2,ホテルインターゲート大阪 梅田,梅田芸術劇場 メインホール,stage-187,187,2,,,missing,,,missing
561,stage-187-3,アパホテル&リゾート〈大阪梅田駅タワー〉,梅田芸術劇場 メインホール,stage-187,187,3,,,missing,,,missing
562,stage-188-1,ホテル阪急レスパイア大阪,梅田芸術劇場 シアター・ドラマシティ,stage-188,188,1,,,missing,,,missing
563,stage-188-2,ホテルインターゲート大阪 梅田,梅田芸術劇場 シアター・ドラマシティ,stage-188,188,2,,,missing,,,missing
564,stage-188-3,アパホテル&リゾート〈大阪梅田駅タワー〉,梅田芸術劇場 シアター・ドラマシティ,stage-188,188,3,,,missing,,,missing
565,stage-189-1,ホテル阪急レスパイア大阪,SkyシアターMBS,stage-189,189,1,,,missing,,,missing
566,stage-189-2,ホテルインターゲート大阪 梅田,SkyシアターMBS,stage-189,189,2,,,missing,,,missing
567,stage-189-3,アパホテル&リゾート〈大阪梅田駅タワー〉,SkyシアターMBS,stage-189,189,3,,,missing,,,missing
568,stage-190-1,ホテル京阪 天満橋駅前,COOL JAPAN PARK OSAKA WWホール,stage-190,190,1,,,missing,,,missing
569,stage-190-2,アパホテル〈大阪谷町四丁目駅前〉,COOL JAPAN PARK OSAKA WWホール,stage-190,190,2,,,missing,,,missing
570,stage-190-3,ホテル・ザ・ルーテル,COOL JAPAN PARK OSAKA WWホール,stage-190,190,3,,,missing,,,missing
571,stage-191-1,ホテル京阪 天満橋駅前,COOL JAPAN PARK OSAKA TTホール,stage-191,191,1,,,missing,,,missing
572,stage-191-2,アパホテル〈大阪谷町四丁目駅前〉,COOL JAPAN PARK OSAKA TTホール,stage-191,191,2,,,missing,,,missing
573,stage-191-3,ホテル・ザ・ルーテル,COOL JAPAN PARK OSAKA TTホール,stage-191,191,3,,,missing,,,missing
574,stage-192-1,ホテル京阪 天満橋駅前,COOL JAPAN PARK OSAKA SSホール,stage-192,192,1,,,missing,,,missing
575,stage-192-2,アパホテル〈大阪谷町四丁目駅前〉,COOL JAPAN PARK OSAKA SSホール,stage-192,192,2,,,missing,,,missing
576,stage-192-3,ホテル・ザ・ルーテル,COOL JAPAN PARK OSAKA SSホール,stage-192,192,3,,,missing,,,missing
577,stage-193-1,都シティ 大阪天王寺,新歌舞伎座,stage-193,193,1,,,missing,,,missing
578,stage-193-2,ヴィアインあべの天王寺,新歌舞伎座,stage-193,193,2,,,missing,,,missing
579,stage-193-3,アパホテル〈天王寺駅前〉,新歌舞伎座,stage-193,193,3,,,missing,,,missing
580,stage-194-1,相鉄フレッサイン 大阪なんば駅前,大阪松竹座,stage-194,194,1,,,missing,,,missing
581,stage-194-2,ホテルグレイスリー大阪なんば,大阪松竹座,stage-194,194,2,,,missing,,,missing
582,stage-194-3,アパホテル〈なんば駅東〉,大阪松竹座,stage-194,194,3,,,missing,,,missing
583,stage-195-1,ヴィアインプライム心斎橋四ツ橋,オリックス劇場,stage-195,195,1,,,missing,,,missing
584,stage-195-2,ハートンホテル心斎橋,オリックス劇場,stage-195,195,2,,,missing,,,missing
585,stage-195-3,ホテルマイステイズ心斎橋,オリックス劇場,stage-195,195,3,,,missing,,,missing
586,stage-196-1,ホテル阪急レスパイア大阪,サンケイホールブリーゼ,stage-196,196,1,,,missing,,,missing
587,stage-196-2,ホテルインターゲート大阪 梅田,サンケイホールブリーゼ,stage-196,196,2,,,missing,,,missing
588,stage-196-3,アパホテル&リゾート〈大阪梅田駅タワー〉,サンケイホールブリーゼ,stage-196,196,3,,,missing,,,missing
589,stage-197-1,都シティ 大阪天王寺,近鉄アート館,stage-197,197,1,,,missing,,,missing
590,stage-197-2,ヴィアインあべの天王寺,近鉄アート館,stage-197,197,2,,,missing,,,missing
591,stage-197-3,アパホテル〈天王寺駅前〉,近鉄アート館,stage-197,197,3,,,missing,,,missing
592,stage-198-1,ホテル京阪 天満橋駅前,森ノ宮ピロティホール,stage-198,198,1,,,missing,,,missing
593,stage-198-2,アパホテル〈大阪谷町四丁目駅前〉,森ノ宮ピロティホール,stage-198,198,2,,,missing,,,missing
594,stage-198-3,ホテル・ザ・ルーテル,森ノ宮ピロティホール,stage-198,198,3,,,missing,,,missing
595,stage-199-1,ホテル京阪 天満橋駅前,NHK大阪ホール,stage-199,199,1,,,missing,,,missing
596,stage-199-2,アパホテル〈大阪谷町四丁目駅前〉,NHK大阪ホール,stage-199,199,2,,,missing,,,missing
597,stage-199-3,ホテル・ザ・ルーテル,NHK大阪ホール,stage-199,199,3,,,missing,,,missing
598,stage-200-1,ホテル京阪 天満橋駅前,松下IMPホール,stage-200,200,1,,,missing,,,missing
599,stage-200-2,アパホテル〈大阪谷町四丁目駅前〉,松下IMPホール,stage-200,200,2,,,missing,,,missing
600,stage-200-3,ホテル・ザ・ルーテル,松下IMPホール,stage-200,200,3,,,missing,,,missing
601,stage-201-1,ホテル阪急レスパイア大阪,HEP HALL,stage-201,201,1,,,missing,,,missing
602,stage-201-2,ホテルインターゲート大阪 梅田,HEP HALL,stage-201,201,2,,,missing,,,missing
603,stage-201-3,アパホテル&リゾート〈大阪梅田駅タワー〉,HEP HALL,stage-201,201,3,,,missing,,,missing
604,stage-202-1,相鉄フレッサイン 大阪なんば駅前,YES THEATER,stage-202,202,1,,,missing,,,missing
605,stage-202-2,ホテルグレイスリー大阪なんば,YES THEATER,stage-202,202,2,,,missing,,,missing
606,stage-202-3,アパホテル〈なんば駅東〉,YES THEATER,stage-202,202,3,,,missing,,,missing
607,stage-203-1,ホテル アゴーラ リージェンシー 大阪堺,堺市民芸術文化ホール フェニーチェ堺 大ホール,stage-203,203,1,,,missing,,,missing
608,stage-203-2,ダイワロイネットホテル大阪堺東,堺市民芸術文化ホール フェニーチェ堺 大ホール,stage-203,203,2,,,missing,,,missing
609,stage-203-3,コンフォートホテル堺,堺市民芸術文化ホール フェニーチェ堺 大ホール,stage-203,203,3,,,missing,,,missing
610,stage-204-1,ホテルアベストグランデ高槻,高槻城公園芸術文化劇場 南館 トリシマホール,stage-204,204,1,,,missing,,,missing
611,stage-204-2,高槻W&Mホテル,高槻城公園芸術文化劇場 南館 トリシマホール,stage-204,204,2,,,missing,,,missing
612,stage-204-3,ワークホテルアネックス天神の湯,高槻城公園芸術文化劇場 南館 トリシマホール,stage-204,204,3,,,missing,,,missing
613,stage-205-1,大江戸温泉物語 箕面観光ホテル,東京建物 Brillia HALL 箕面 大ホール,stage-205,205,1,,,missing,,,missing
614,stage-205-2,新大阪江坂東急REIホテル,東京建物 Brillia HALL 箕面 大ホール,stage-205,205,2,,,missing,,,missing
615,stage-205-3,サニーストンホテル,東京建物 Brillia HALL 箕面 大ホール,stage-205,205,3,,,missing,,,missing
616,stage-206-1,リッチモンドホテル東大阪,東大阪市文化創造館 Dream House 大ホール,stage-206,206,1,,,missing,,,missing
617,stage-206-2,ホテルウィングインターナショナルセレクト東大阪,東大阪市文化創造館 Dream House 大ホール,stage-206,206,2,,,missing,,,missing
618,stage-206-3,U・コミュニティホテル,東大阪市文化創造館 Dream House 大ホール,stage-206,206,3,,,missing,,,missing
619,stage-207-1,ホテルA.P,豊中市立文化芸術センター 大ホール,stage-207,207,1,,,missing,,,missing
620,stage-207-2,東横INN大阪伊丹空港,豊中市立文化芸術センター 大ホール,stage-207,207,2,,,missing,,,missing
621,stage-207-3,グリーンリッチホテル大阪空港前,豊中市立文化芸術センター 大ホール,stage-207,207,3,,,missing,,,missing
622,stage-208-1,ラ・ジェント・ホテル大阪ベイ,Zepp Osaka Bayside,stage-208,208,1,,,missing,,,missing
623,stage-208-2,ザ シンギュラリ ホテル&スカイスパ アット ユニバーサル・スタジオ・ジャパン,Zepp Osaka Bayside,stage-208,208,2,,,missing,,,missing
624,stage-208-3,ホテル京阪 ユニバーサル・タワー,Zepp Osaka Bayside,stage-208,208,3,,,missing,,,missing
625,stage-209-1,ANAクラウンプラザホテル神戸,AiiA 2.5 Theater Kobe,stage-209,209,1,,,missing,,,missing
626,stage-209-2,ホテルピエナ神戸,AiiA 2.5 Theater Kobe,stage-209,209,2,,,missing,,,missing
627,stage-209-3,神戸北野ホテル,AiiA 2.5 Theater Kobe,stage-209,209,3,,,missing,,,missing
628,stage-210-1,神戸ルミナスホテル三宮,神戸国際会館こくさいホール,stage-210,210,1,,,missing,,,missing
629,stage-210-2,ダイワロイネットホテル神戸三宮 PREMIER,神戸国際会館こくさいホール,stage-210,210,2,,,missing,,,missing
630,stage-210-3,コンフォートホテルERA神戸三宮,神戸国際会館こくさいホール,stage-210,210,3,,,missing,,,missing
631,stage-211-1,ホテルヒューイット甲子園,兵庫県立芸術文化センター 阪急 中ホール,stage-211,211,1,,,missing,,,missing
632,stage-211-2,ホテル甲子園,兵庫県立芸術文化センター 阪急 中ホール,stage-211,211,2,,,missing,,,missing
633,stage-211-3,都ホテル 尼崎,兵庫県立芸術文化センター 阪急 中ホール,stage-211,211,3,,,missing,,,missing
634,stage-212-1,神戸ホテルジュラク,神戸文化ホール 大ホール,stage-212,212,1,,,missing,,,missing
635,stage-212-2,センチュリオンホテル グランド神戸駅前,神戸文化ホール 大ホール,stage-212,212,2,,,missing,,,missing
636,stage-212-3,神戸シティガーデンズホテル,神戸文化ホール 大ホール,stage-212,212,3,,,missing,,,missing
637,stage-213-1,神戸ルミナスホテル三宮,神戸朝日ホール,stage-213,213,1,,,missing,,,missing
638,stage-213-2,ダイワロイネットホテル神戸三宮 PREMIER,神戸朝日ホール,stage-213,213,2,,,missing,,,missing
639,stage-213-3,コンフォートホテルERA神戸三宮,神戸朝日ホール,stage-213,213,3,,,missing,,,missing
640,stage-214-1,ホテルモントレ姫路,アクリエひめじ 大ホール,stage-214,214,1,,,missing,,,missing
641,stage-214-2,ダイワロイネットホテル姫路,アクリエひめじ 大ホール,stage-214,214,2,,,missing,,,missing
642,stage-214-3,リッチモンドホテル姫路,アクリエひめじ 大ホール,stage-214,214,3,,,missing,,,missing
643,stage-215-1,都ホテル 尼崎,あましんアルカイックホール,stage-215,215,1,,,missing,,,missing
644,stage-215-2,ホテルヴィスキオ尼崎,あましんアルカイックホール,stage-215,215,2,,,missing,,,missing
645,stage-215-3,尼崎プラザホテル 阪神尼崎,あましんアルカイックホール,stage-215,215,3,,,missing,,,missing
646,stage-216-1,ホテルウィングインターナショナルプレミアム京都三条,ロームシアター京都 メインホール,stage-216,216,1,,,missing,,,missing
647,stage-216-2,ホテルマテリアル,ロームシアター京都 メインホール,stage-216,216,2,,,missing,,,missing
648,stage-216-3,ウェスティン都ホテル京都,ロームシアター京都 メインホール,stage-216,216,3,,,missing,,,missing
649,stage-217-1,ホテルウィングインターナショナルプレミアム京都三条,ロームシアター京都 サウスホール,stage-217,217,1,,,missing,,,missing
650,stage-217-2,ホテルマテリアル,ロームシアター京都 サウスホール,stage-217,217,2,,,missing,,,missing
651,stage-217-3,ウェスティン都ホテル京都,ロームシアター京都 サウスホール,stage-217,217,3,,,missing,,,missing
652,stage-218-1,都ホテル 京都八条,京都劇場,stage-218,218,1,,,missing,,,missing
653,stage-218-2,ダイワロイネットホテル京都テラス八条 PREMIER,京都劇場,stage-218,218,2,,,missing,,,missing
654,stage-218-3,ヴィアインプライム京都駅八条口,京都劇場,stage-218,218,3,,,missing,,,missing
655,stage-219-1,ホテルミュッセ京都四条河原町名鉄,南座,stage-219,219,1,,,missing,,,missing
656,stage-219-2,京都セントラルイン,南座,stage-219,219,2,,,missing,,,missing
657,stage-219-3,ホテルフォルツァ京都四条河原町,南座,stage-219,219,3,,,missing,,,missing
658,stage-220-1,ホテル日航奈良,なら100年会館 大ホール,stage-220,220,1,,,missing,,,missing
659,stage-220-2,ダイワロイネットホテル奈良,なら100年会館 大ホール,stage-220,220,2,,,missing,,,missing
660,stage-220-3,天然温泉 吉野桜の湯 御宿 野乃 奈良,なら100年会館 大ホール,stage-220,220,3,,,missing,,,missing
661,stage-221-1,びわ湖ホテル,滋賀県立芸術劇場 びわ湖ホール 大ホール,stage-221,221,1,,,missing,,,missing
662,stage-221-2,HOTEL 講 大津百町,滋賀県立芸術劇場 びわ湖ホール 大ホール,stage-221,221,2,,,missing,,,missing
663,stage-221-3,東横INN京都琵琶湖大津,滋賀県立芸術劇場 びわ湖ホール 大ホール,stage-221,221,3,,,missing,,,missing
664,stage-222-1,ダイワロイネットホテル和歌山,和歌山県民文化会館 大ホール,stage-222,222,1,,,missing,,,missing
665,stage-222-2,天然温泉 紀州の湯 ドーミーインPREMIUM和歌山,和歌山県民文化会館 大ホール,stage-222,222,2,,,missing,,,missing
666,stage-222-3,コンフォートホテル和歌山,和歌山県民文化会館 大ホール,stage-222,222,3,,,missing,,,missing
667,stage-223-1,三井ガーデンホテル岡山,岡山芸術創造劇場 ハレノワ 大劇場,stage-223,223,1,,,missing,,,missing
668,stage-223-2,ダイワロイネットホテル岡山駅前,岡山芸術創造劇場 ハレノワ 大劇場,stage-223,223,2,,,missing,,,missing
669,stage-223-3,ホテルグランヴィア岡山,岡山芸術創造劇場 ハレノワ 大劇場,stage-223,223,3,,,missing,,,missing
670,stage-224-1,倉敷アイビースクエア,倉敷市民会館,stage-224,224,1,,,missing,,,missing
671,stage-224-2,ロイヤルパークホテル倉敷,倉敷市民会館,stage-224,224,2,,,missing,,,missing
672,stage-224-3,センチュリオンホテル&スパ倉敷,倉敷市民会館,stage-224,224,3,,,missing,,,missing
673,stage-225-1,三井ガーデンホテル広島,広島文化学園HBGホール,stage-225,225,1,,,missing,,,missing
674,stage-225-2,ダイワロイネットホテル広島,広島文化学園HBGホール,stage-225,225,2,,,missing,,,missing
675,stage-225-3,ホテルインターゲート広島,広島文化学園HBGホール,stage-225,225,3,,,missing,,,missing
676,stage-226-1,ホテルスイート広島 白島,上野学園ホール,stage-226,226,1,,,missing,,,missing
677,stage-226-2,ヴィアインプライム広島新幹線口,上野学園ホール,stage-226,226,2,,,missing,,,missing
678,stage-226-3,ダイワロイネットホテル広島駅前,上野学園ホール,stage-226,226,3,,,missing,,,missing
679,stage-227-1,三井ガーデンホテル広島,JMSアステールプラザ 大ホール,stage-227,227,1,,,missing,,,missing
680,stage-227-2,ダイワロイネットホテル広島,JMSアステールプラザ 大ホール,stage-227,227,2,,,missing,,,missing
681,stage-227-3,ホテルインターゲート広島,JMSアステールプラザ 大ホール,stage-227,227,3,,,missing,,,missing
682,stage-228-1,呉阪急ホテル,呉信用金庫ホール,stage-228,228,1,,,missing,,,missing
683,stage-228-2,コンフォートホテル呉,呉信用金庫ホール,stage-228,228,2,,,missing,,,missing
684,stage-228-3,クレイトンベイホテル,呉信用金庫ホール,stage-228,228,3,,,missing,,,missing
685,stage-229-1,福山ニューキャッスルホテル,ふくやま芸術文化ホール リーデンローズ 大ホール,stage-229,229,1,,,missing,,,missing
686,stage-229-2,ダイワロイネットホテル福山駅前,ふくやま芸術文化ホール リーデンローズ 大ホール,stage-229,229,2,,,missing,,,missing
687,stage-229-3,リッチモンドホテル福山駅前,ふくやま芸術文化ホール リーデンローズ 大ホール,stage-229,229,3,,,missing,,,missing
688,stage-230-1,コンフォートホテル新山口,KDDI維新ホール メインホール,stage-230,230,1,,,missing,,,missing
689,stage-230-2,東横INN新山口駅新幹線口,KDDI維新ホール メインホール,stage-230,230,2,,,missing,,,missing
690,stage-230-3,ホテルアクティブ!山口,KDDI維新ホール メインホール,stage-230,230,3,,,missing,,,missing
691,stage-231-1,松江エクセルホテル東急,島根県民会館 大ホール,stage-231,231,1,,,missing,,,missing
692,stage-231-2,ドーミーインEXPRESS松江,島根県民会館 大ホール,stage-231,231,2,,,missing,,,missing
693,stage-231-3,ホテルルートイン松江,島根県民会館 大ホール,stage-231,231,3,,,missing,,,missing
694,stage-232-1,ANAクラウンプラザホテル米子,米子コンベンションセンター BiG SHiP 多目的ホール,stage-232,232,1,,,missing,,,missing
695,stage-232-2,グリーンリッチホテル米子駅前,米子コンベンションセンター BiG SHiP 多目的ホール,stage-232,232,2,,,missing,,,missing
696,stage-232-3,東横INN米子駅前,米子コンベンションセンター BiG SHiP 多目的ホール,stage-232,232,3,,,missing,,,missing
697,stage-233-1,JRホテルクレメント高松,レクザムホール 大ホール,stage-233,233,1,,,missing,,,missing
698,stage-233-2,ダイワロイネットホテル高松,レクザムホール 大ホール,stage-233,233,2,,,missing,,,missing
699,stage-233-3,コンフォートホテル高松,レクザムホール 大ホール,stage-233,233,3,,,missing,,,missing
700,stage-234-1,JRホテルクレメント徳島,あわぎんホール,stage-234,234,1,,,missing,,,missing
701,stage-234-2,ダイワロイネットホテル徳島駅前,あわぎんホール,stage-234,234,2,,,missing,,,missing
702,stage-234-3,スマイルホテル徳島,あわぎんホール,stage-234,234,3,,,missing,,,missing
703,stage-235-1,ANAクラウンプラザホテル松山,愛媛県県民文化会館 メインホール,stage-235,235,1,,,missing,,,missing
704,stage-235-2,ダイワロイネットホテル松山,愛媛県県民文化会館 メインホール,stage-235,235,2,,,missing,,,missing
705,stage-235-3,コンフォートホテル松山,愛媛県県民文化会館 メインホール,stage-235,235,3,,,missing,,,missing
706,stage-236-1,ザ クラウンパレス新阪急高知,高知県立県民文化ホール オレンジホール,stage-236,236,1,,,missing,,,missing
707,stage-236-2,ドーミーイン高知,高知県立県民文化ホール オレンジホール,stage-236,236,2,,,missing,,,missing
708,stage-236-3,コンフォートホテル高知,高知県立県民文化ホール オレンジホール,stage-236,236,3,,,missing,,,missing
709,stage-237-1,三井ガーデンホテル福岡祇園,博多座,stage-237,237,1,,,missing,,,missing
710,stage-237-2,西鉄ホテル クルーム博多祇園 櫛田神社前,博多座,stage-237,237,2,,,missing,,,missing
711,stage-237-3,ホテルリソルトリニティ博多,博多座,stage-237,237,3,,,missing,,,missing
712,stage-238-1,三井ガーデンホテル福岡祇園,キャナルシティ劇場,stage-238,238,1,,,missing,,,missing
